session_start,session_end,cycles,total_games_tested,final_accuracy,target_achieved
2026-03-13T15:40:58.500580,2026-03-13T15:41:13.327320,4,80,0.0,False
2026-03-13T15:46:01.834803,2026-03-13T15:46:13.447967,4,80,0.0,False
2026-03-13T15:46:51.029638,2026-03-13T15:47:01.726342,4,80,0.0,False
2026-03-13T15:52:47.770702,2026-03-13T15:52:58.257586,4,80,0.0,False
2026-03-13T16:49:48.605223,2026-03-13T16:50:01.273148,4,80,0.0,False
2026-03-13T16:49:53.362043,2026-03-13T16:50:04.815075,4,80,0.0,False
2026-03-13T22:37:28.658808,2026-03-13T22:37:46.640598,4,80,0.0,False
2026-03-13T22:38:16.941860,2026-03-13T22:38:37.486476,4,80,0.0,False
2026-03-13T22:44:13.476337,2026-03-13T22:44:32.874539,4,80,0.0,False
