player_name,team,age,gp,wins,losses,min_season,pts_season,fgm_season,fga_season,fg_pct_season,three_pm_season,three_pa_season,three_pct_season,ftm_season,fta_season,ft_pct_season,oreb_season,dreb_season,reb_season,ast_season,tov_season,stl_season,blk_season,pf_season,fp_season,dd2_season,td3_season,plus_minus_season
LeBron James,LAL,41,42,25,17,33.1,21.6,8.1,16.2,49.9,1.5,4.6,32.0,4.0,5.3,75.1,0.7,4.9,5.6,7.0,3.0,1.1,0.6,1.3,40.7,11.0,1.0,0.0
