player_key,player_name,hometown_teams,profile_updated_at,profile_source
og anunoby,OG Anunoby,BKN|IND|NYK|TOR,2026-03-12T03:24:23.136791+00:00,https://en.wikipedia.org/wiki/OG_Anunoby
obi toppin,Obi Toppin,IND,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/Obi_Toppin
ochai agbaji,Ochai Agbaji,BKN,2026-03-10T23:36:01.050229+00:00,https://en.wikipedia.org/wiki/Ochai_Agbaji
olivier maxence prosper,Olivier-Maxence Prosper,MEM,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/Olivier-Maxence_Prosper
onyeka okongwu,Onyeka Okongwu,ATL,2026-03-11T16:25:01.036235+00:00,https://en.wikipedia.org/wiki/Onyeka_Okongwu
oscar tshiebwe,Oscar Tshiebwe,UTA,2026-03-12T03:27:26.541410+00:00,https://en.wikipedia.org/wiki/Oscar_Tshiebwe
oso ighodaro,Oso Ighodaro,PHX,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/Oso_Ighodaro
ousmane dieng,Ousmane Dieng,BKN|MIL|NYK|OKC,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/Ousmane_Dieng
p j washington,P.J. Washington,DAL|WAS,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/P._J._Washington
pj hall,PJ Hall,CHA,2026-03-12T01:03:12.890496+00:00,https://en.wikipedia.org/wiki/PJ_Hall
pac me dadiet,Pacôme Dadiet,BKN|NYK,2026-03-12T03:16:51.627554+00:00,https://en.wikipedia.org/wiki/Pac%C3%B4me_Dadiet
paolo banchero,Paolo Banchero,ORL,2026-03-12T02:07:34.558900+00:00,https://en.wikipedia.org/wiki/Paolo_Banchero
pascal siakam,Pascal Siakam,IND|TOR,2026-03-12T22:05:56.641451+00:00,https://en.wikipedia.org/wiki/Pascal_Siakam
pat connaughton,Pat Connaughton,CHA,2026-03-12T04:08:05.609422+00:00,https://en.wikipedia.org/wiki/Pat_Connaughton
pat spencer,Pat Spencer,,2026-03-11T04:34:25.398428+00:00,https://en.wikipedia.org/wiki/Pat_Spencer
patrick baldwin jr,Patrick Baldwin Jr.,MIL|SAC,2026-03-12T04:17:02.221588+00:00,https://en.wikipedia.org/wiki/Patrick_Baldwin_Jr.
patrick williams,Patrick Williams,CHI|MIA|ORL,2026-03-12T06:07:15.653423+00:00,https://en.wikipedia.org/wiki/Patrick_Williams_(basketball)
paul george,Paul George,PHI,2026-03-12T22:05:56.641451+00:00,https://en.wikipedia.org/wiki/Paul_George
paul reed,Paul Reed,DET,2026-03-12T22:53:22.762786+00:00,https://en.wikipedia.org/wiki/Paul_Reed_(basketball)
payton pritchard,Payton Pritchard,BOS|POR,2026-03-11T16:25:01.036235+00:00,https://en.wikipedia.org/wiki/Payton_Pritchard
pelle larsson,Pelle Larsson,MIA|PHX|UTA,2026-03-11T00:31:54.160041+00:00,https://en.wikipedia.org/wiki/Pelle_Larsson
pete nance,Pete Nance,CHA|CLE|MIL|PHI,2026-03-12T23:01:01.155017+00:00,https://en.wikipedia.org/wiki/Pete_Nance
peyton watson,Peyton Watson,DEN,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/Peyton_Watson
precious achiuwa,Precious Achiuwa,BKN|MEM|MIA|NYK,2026-03-12T04:10:08.812817+00:00,https://en.wikipedia.org/wiki/Precious_Achiuwa
quentin grimes,Quentin Grimes,HOU|PHI,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/Quentin_Grimes
quenton jackson,Quenton Jackson,DAL|HOU|IND|MIA,2026-03-12T22:04:43.337500+00:00,https://en.wikipedia.org/wiki/Quenton_Jackson
quinten post,Quinten Post,BOS,2026-03-11T04:34:25.398428+00:00,https://en.wikipedia.org/wiki/Quinten_Post
rj barrett,RJ Barrett,BKN|NYK|TOR,2026-03-12T02:22:53.389669+00:00,https://en.wikipedia.org/wiki/RJ_Barrett
rasheer fleming,Rasheer Fleming,MIN|PHX,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/Rasheer_Fleming
rayan rupert,Rayan Rupert,MEM,2026-03-12T21:51:37.651157+00:00,https://en.wikipedia.org/wiki/Rayan_Rupert
reed sheppard,Reed Sheppard,HOU,2026-03-12T04:11:31.523295+00:00,https://en.wikipedia.org/wiki/Reed_Sheppard
riley minix,Riley Minix,CLE,2026-03-12T00:59:19.123422+00:00,https://en.wikipedia.org/wiki/Riley_Minix
rob dillingham,Rob Dillingham,CHI,2026-03-12T21:51:37.651157+00:00,https://en.wikipedia.org/wiki/Rob_Dillingham
robert williams iii,Robert Williams III,DAL|HOU|POR|SAS,2026-03-09T00:13:13.433999+00:00,https://en.wikipedia.org/wiki/Robert_Williams_III
rocco zikarsky,Rocco Zikarsky,CHI|MIN,2026-03-12T04:48:30.400734+00:00,https://en.wikipedia.org/wiki/Rocco_Zikarsky
ron harper jr,Ron Harper Jr.,BOS|SAS,2026-03-10T23:57:49.022445+00:00,https://en.wikipedia.org/wiki/Ron_Harper_Jr.
ronald holland ii,Ronald Holland II,,2026-03-12T22:53:22.762786+00:00,wikipedia
royce o neale,Royce O'Neale,DEN|PHX,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/Royce_O'Neale
rudy gobert,Rudy Gobert,MIN|UTA,2026-03-12T04:55:35.259378+00:00,https://en.wikipedia.org/wiki/Rudy_Gobert
rui hachimura,Rui Hachimura,LAC|LAL|WAS,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/Rui_Hachimura
russell westbrook,Russell Westbrook,SAC,2026-03-12T03:46:57.245706+00:00,https://en.wikipedia.org/wiki/Russell_Westbrook
ryan dunn,Ryan Dunn,,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/Ryan_Dunn
ryan kalkbrenner,Ryan Kalkbrenner,CHA,2026-03-12T04:17:02.221588+00:00,https://en.wikipedia.org/wiki/Ryan_Kalkbrenner
ryan nembhard,Ryan Nembhard,,2026-03-12T21:50:47.178602+00:00,wikipedia
ryan rollins,Ryan Rollins,MIL,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/Ryan_Rollins
saddiq bey,Saddiq Bey,NOP,2026-03-12T02:22:53.389669+00:00,https://en.wikipedia.org/wiki/Saddiq_Bey
sam hauser,Sam Hauser,BOS,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/Sam_Hauser
sam merrill,Sam Merrill,CLE|MIL|UTA,2026-03-12T02:07:34.558900+00:00,https://en.wikipedia.org/wiki/Sam_Merrill
sandro mamukelashvili,Sandro Mamukelashvili,TOR,2026-03-12T02:22:53.389669+00:00,https://en.wikipedia.org/wiki/Sandro_Mamukelashvili
santi aldama,Santi Aldama,MEM,2026-03-12T22:40:14.035766+00:00,https://en.wikipedia.org/wiki/Santi_Aldama
scoot henderson,Scoot Henderson,ATL|POR,2026-03-09T00:13:13.433999+00:00,https://en.wikipedia.org/wiki/Scoot_Henderson
scottie barnes,Scottie Barnes,MIA|ORL|TOR,2026-03-12T02:22:53.389669+00:00,https://en.wikipedia.org/wiki/Scottie_Barnes
scotty pippen jr,Scotty Pippen Jr.,MEM,2026-03-12T22:40:14.035766+00:00,https://en.wikipedia.org/wiki/Scotty_Pippen_Jr.
seth curry,Seth Curry,,2026-03-11T04:34:25.398428+00:00,https://en.wikipedia.org/wiki/Seth_Curry
shaedon sharpe,Shaedon Sharpe,POR,2026-03-11T16:25:01.036235+00:00,https://en.wikipedia.org/wiki/Shaedon_Sharpe
shai gilgeous alexander,Shai Gilgeous-Alexander,OKC,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/Shai_Gilgeous-Alexander
sharife cooper,Sharife Cooper,ATL|WAS,2026-03-10T23:36:01.050229+00:00,https://en.wikipedia.org/wiki/Sharife_Cooper
sidy cissoko,Sidy Cissoko,POR,2026-03-09T00:13:13.433999+00:00,https://en.wikipedia.org/wiki/Sidy_Cissoko
simone fontecchio,Simone Fontecchio,MIA,2026-03-12T23:01:01.155017+00:00,https://en.wikipedia.org/wiki/Simone_Fontecchio
sion james,Sion James,CHA,2026-03-12T04:13:17.337228+00:00,https://en.wikipedia.org/wiki/Sion_James
spencer jones,Spencer Jones,DEN,2026-03-12T22:08:14.232239+00:00,https://en.wikipedia.org/wiki/Spencer_Jones_(basketball)
stanley umude,Stanley Umude,,2026-03-12T21:51:37.651157+00:00,https://en.wikipedia.org/wiki/Stanley_Umude
stephen curry,Stephen Curry,,2026-03-11T16:25:01.036235+00:00,https://en.wikipedia.org/wiki/Stephen_Curry
stephon castle,Stephon Castle,SAS,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/Stephon_Castle
steven adams,Steven Adams,HOU,2026-03-12T04:18:14.764822+00:00,https://en.wikipedia.org/wiki/Steven_Adams
svi mykhailiuk,Svi Mykhailiuk,BOS|UTA,2026-03-12T03:30:54.398649+00:00,https://en.wikipedia.org/wiki/Sviatoslav_Mykhailiuk
t j mcconnell,T.J. McConnell,IND|PHI|PHX,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/T._J._McConnell
taelon peter,Taelon Peter,IND|MEM,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/Taelon_Peter
tari eason,Tari Eason,HOU,2026-03-12T04:10:08.812817+00:00,https://en.wikipedia.org/wiki/Tari_Eason
taurean prince,Taurean Prince,ATL|BKN|CLE|LAC,2026-03-12T23:01:01.155017+00:00,https://en.wikipedia.org/wiki/Taurean_Prince
taylor hendricks,Taylor Hendricks,MEM|MIA|ORL,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/Taylor_Hendricks
terance mann,Terance Mann,ATL|BKN|LAC|LAL,2026-03-10T23:36:01.050229+00:00,https://en.wikipedia.org/wiki/Terance_Mann
terrence shannon jr,Terrence Shannon Jr.,CHI|DAL|HOU|MIN,2026-03-12T04:47:49.294612+00:00,https://en.wikipedia.org/wiki/Terrence_Shannon_Jr.
thanasis antetokounmpo,Thanasis Antetokounmpo,MIL,2026-03-12T23:01:01.155017+00:00,https://en.wikipedia.org/wiki/Thanasis_Antetokounmpo
thomas bryant,Thomas Bryant,CLE|DEN|IND,2026-03-12T02:14:32.205967+00:00,https://en.wikipedia.org/wiki/Thomas_Bryant
tidjane sala n,Tidjane Salaün,CHA,2026-03-12T01:18:15.863257+00:00,https://en.wikipedia.org/wiki/Tidjane_Sala%C3%BCn
tim hardaway jr,Tim Hardaway Jr.,ATL|BKN|DAL|DEN,2026-03-12T22:40:14.035766+00:00,https://en.wikipedia.org/wiki/Tim_Hardaway_Jr.
tobias harris,Tobias Harris,CHA|DET|LAC|LAL,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/Tobias_Harris
tony bradley,Tony Bradley,CHA,2026-03-12T05:17:06.631629+00:00,https://en.wikipedia.org/wiki/Tony_Bradley_(basketball)
toumani camara,Toumani Camara,ATL|MIA|ORL|PHX,2026-03-11T00:31:54.160041+00:00,https://en.wikipedia.org/wiki/Toumani_Camara
trae young,Trae Young,ATL|DAL|OKC|WAS,2026-03-11T16:25:01.036235+00:00,https://en.wikipedia.org/wiki/Trae_Young
trayce jackson davis,Trayce Jackson-Davis,IND|TOR,2026-03-12T02:14:32.205967+00:00,https://en.wikipedia.org/wiki/Trayce_Jackson-Davis
tre johnson,Tre Johnson,CLE|WAS,2026-03-11T00:31:54.160041+00:00,https://en.wikipedia.org/wiki/Tre'_Johnson
tre jones,Tre Jones,CHI,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/Tre_Jones
tre mann,Tre Mann,CHA|MIA|ORL,2026-03-12T04:17:02.221588+00:00,https://en.wikipedia.org/wiki/Tre_Mann
trendon watford,Trendon Watford,PHI,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/Trendon_Watford
trentyn flowers,Trentyn Flowers,CHI,2026-03-12T04:18:14.764822+00:00,https://en.wikipedia.org/wiki/Trentyn_Flowers
trevor keels,Trevor Keels,MIA,2026-03-12T23:01:01.155017+00:00,https://en.wikipedia.org/wiki/Trevor_Keels
trey jemison iii,Trey Jemison III,BKN|LAC|LAL|NYK,2026-03-12T03:16:51.627554+00:00,https://en.wikipedia.org/wiki/Trey_Jemison
trey murphy iii,Trey Murphy III,NOP,2026-03-12T02:22:53.389669+00:00,https://en.wikipedia.org/wiki/Trey_Murphy_III
tristan enaruna,Tristan Enaruna,CLE,2026-03-11T23:56:55.711176+00:00,https://en.wikipedia.org/wiki/Tristan_Enaruna
tristan vukcevic,Tristan Vukcevic,WAS,2026-03-10T23:36:01.050229+00:00,https://en.wikipedia.org/wiki/Tristan_Vuk%C4%8Devi%C4%87
tristan da silva,Tristan da Silva,DEN|ORL,2026-03-12T02:07:34.558900+00:00,https://en.wikipedia.org/wiki/Tristan_da_Silva
ty jerome,Ty Jerome,CLE|MEM|OKC|PHI,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/Ty_Jerome
tyty washington jr,TyTy Washington Jr.,LAC|LAL|WAS,2026-03-12T04:48:30.400734+00:00,https://en.wikipedia.org/wiki/TyTy_Washington_Jr.
tyler herro,Tyler Herro,MIA,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/Tyler_Herro
tyler kolek,Tyler Kolek,BKN|NYK|POR,2026-03-12T03:25:27.853291+00:00,https://en.wikipedia.org/wiki/Tyler_Kolek_(basketball)
tyrese martin,Tyrese Martin,PHI,2026-03-12T22:53:22.762786+00:00,https://en.wikipedia.org/wiki/Tyrese_Martin
tyrese maxey,Tyrese Maxey,PHI,2026-03-12T22:05:56.641451+00:00,https://en.wikipedia.org/wiki/Tyrese_Maxey
tyrese proctor,Tyrese Proctor,CLE,2026-03-11T22:33:50.004600+00:00,https://en.wikipedia.org/wiki/Tyrese_Proctor
tyson etienne,Tyson Etienne,BKN,2026-03-10T23:04:33.231321+00:00,https://en.wikipedia.org/wiki/Tyson_Etienne
tyus jones,Tyus Jones,DEN,2026-03-12T22:40:14.035766+00:00,https://en.wikipedia.org/wiki/Tyus_Jones
vj edgecombe,VJ Edgecombe,PHI,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/V._J._Edgecombe
victor wembanyama,Victor Wembanyama,SAS,2026-03-12T22:57:32.043139+00:00,https://en.wikipedia.org/wiki/Victor_Wembanyama
vince williams jr,Vince Williams Jr.,UTA,2026-03-11T13:53:04.263844+00:00,https://en.wikipedia.org/wiki/Vince_Williams_Jr.
vladislav goldin,Vladislav Goldin,DAL|DET|HOU|MIA,2026-03-12T23:01:01.155017+00:00,https://en.wikipedia.org/wiki/Vladislav_Goldin
v t krej,Vít Krejčí,POR,2026-03-09T00:13:13.433999+00:00,https://en.wikipedia.org/wiki/V%C3%ADt_Krej%C4%8D%C3%AD
walker kessler,Walker Kessler,CHA|UTA,2026-03-11T23:56:55.711176+00:00,https://en.wikipedia.org/wiki/Walker_Kessler
walter clayton jr,Walter Clayton Jr.,MEM|MIA|ORL,2026-03-12T05:17:06.631629+00:00,https://en.wikipedia.org/wiki/Walter_Clayton_Jr.
wendell carter jr,Wendell Carter Jr.,ORL,2026-03-12T02:07:34.558900+00:00,https://en.wikipedia.org/wiki/Wendell_Carter_Jr.
will richard,Will Richard,MEM|MIA|ORL,2026-03-11T04:34:25.398428+00:00,https://en.wikipedia.org/wiki/Will_Richard
will riley,Will Riley,CHI|WAS,2026-03-11T00:31:54.160041+00:00,https://en.wikipedia.org/wiki/Will_Riley
xavier tillman,Xavier Tillman,CHA|DET,2026-03-12T04:14:58.659934+00:00,https://en.wikipedia.org/wiki/Xavier_Tillman
yang hansen,Yang Hansen,MEM|POR,2026-03-09T00:13:13.433999+00:00,https://en.wikipedia.org/wiki/Yang_Hansen
yanic konan niederh user,Yanic Konan Niederhäuser,CHI|LAC|LAL,2026-03-12T04:48:30.400734+00:00,https://en.wikipedia.org/wiki/Yanic_Konan_Niederh%C3%A4user
yuki kawamura,Yuki Kawamura,CHI,2026-03-12T21:51:37.651157+00:00,https://en.wikipedia.org/wiki/Yuki_Kawamura
yves missi,Yves Missi,NOP,2026-03-12T02:14:32.205967+00:00,https://en.wikipedia.org/wiki/Yves_Missi
zaccharie risacher,Zaccharie Risacher,ATL,2026-03-11T00:19:10.996422+00:00,https://en.wikipedia.org/wiki/Zaccharie_Risacher
zach collins,Zach Collins,CHI|POR|SAC|SAS,2026-03-11T04:34:25.398428+00:00,https://en.wikipedia.org/wiki/Zach_Collins
zach edey,Zach Edey,MEM,2026-03-12T22:40:14.035766+00:00,https://en.wikipedia.org/wiki/Zach_Edey
zach lavine,Zach LaVine,CHI|MIN|SAC,2026-03-12T03:46:57.245706+00:00,https://en.wikipedia.org/wiki/Zach_LaVine
zeke nnaji,Zeke Nnaji,DEN|PHX,2026-03-12T22:08:14.232239+00:00,https://en.wikipedia.org/wiki/Zeke_Nnaji
ziaire williams,Ziaire Williams,BKN,2026-03-09T23:13:16.929868+00:00,https://en.wikipedia.org/wiki/Ziaire_Williams
zion williamson,Zion Williamson,NOP,2026-03-12T02:22:53.389669+00:00,https://en.wikipedia.org/wiki/Zion_Williamson
