game_id,player_name,game_date,home,opponent,team,position,starter,minutes,field_goals_made,field_goals_attempted,three_points_made,rebounds,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,points,free_throws_made,free_throws_attempted,personal_fouls,plus_minus,team_ortg,team_drtg,team_pace,opp_ortg,opp_drtg,opp_pace,player_usg_pct,player_ts_pct,player_per
0022500358,A.J. Lawson,2025-12-07,1,BOS,TOR,,0,13.465,4,8,2,5,1,4,0,0,0,0,10,0,0,5,-5.0,,,,,,,,,
0022501202,A.J. Lawson,2025-12-09,1,NYK,TOR,,0,2.8833333333333333,0,2,0,0,0,0,0,0,2,0,2,2,2,0,-2.0,,,,,,,,,
0022500425,A.J. Lawson,2025-12-26,0,WAS,TOR,,0,7.0,0,1,0,1,0,1,0,1,0,0,2,2,2,0,-7.0,,,,,,,,,
0022500532,A.J. Lawson,2026-01-09,0,BOS,TOR,,0,5.833333333333333,1,4,1,1,1,0,0,0,0,0,3,0,0,0,2.0,,,,,,,,,
0022500550,A.J. Lawson,2026-01-11,1,PHI,TOR,,0,9.666666666666666,1,4,0,2,1,1,0,2,0,1,2,0,0,2,4.0,,,,,,,,,
0022500560,A.J. Lawson,2026-01-12,1,PHI,TOR,,0,17.25,5,9,3,1,0,1,1,0,0,0,14,1,1,2,1.0,,,,,,,,,
0022500571,A.J. Lawson,2026-01-14,0,IND,TOR,,0,16.946666666666665,2,5,1,6,1,5,0,0,1,0,5,0,0,2,-18.0,,,,,,,,,
0022500590,A.J. Lawson,2026-01-16,1,LAC,TOR,,0,12.9,0,2,0,3,2,1,2,1,0,2,0,0,0,2,-2.0,,,,,,,,,
0022500607,A.J. Lawson,2026-01-18,0,LAL,TOR,,0,6.416666666666667,1,3,1,1,0,1,0,0,0,0,5,2,2,1,-2.0,,,,,,,,,
0022500618,A.J. Lawson,2026-01-20,0,GSW,TOR,,0,10.533333333333333,2,3,0,1,0,1,0,0,0,0,6,2,2,0,3.0,,,,,,,,,
0022500626,A.J. Lawson,2026-01-21,0,SAC,TOR,,0,3.3166666666666664,0,0,0,1,1,0,0,0,0,1,0,0,0,1,-4.0,,,,,,,,,
0022500736,A.J. Lawson,2026-02-05,1,CHI,TOR,,0,0.43666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,
0022500759,A.J. Lawson,2026-02-08,1,IND,TOR,,0,2.4833333333333334,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-1.0,,,,,,,,,
0022500887,A.J. Lawson,2026-03-03,1,NYK,TOR,,0,0.8350000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,
0022500086,AJ Green,2025-10-22,1,WAS,MIL,SG,1,27.2,4,6,3,3,0,3,1,0,0,0,11,0,0,3,9.0,,,,,,,,,
0022500092,AJ Green,2025-10-24,0,TOR,MIL,SG,1,25.566666666666666,3,5,3,1,0,1,0,1,0,1,9,0,0,2,8.0,,,,,,,,,
0022500107,AJ Green,2025-10-26,0,CLE,MIL,SG,1,30.95,6,9,4,2,0,2,2,0,0,3,20,4,5,4,3.0,,,,,,,,,
0022500125,AJ Green,2025-10-28,1,NYK,MIL,SG,1,23.633333333333333,3,5,3,4,0,4,0,0,0,1,9,0,0,4,13.0,,,,,,,,,
0022500139,AJ Green,2025-10-30,1,GSW,MIL,SG,1,32.95,3,7,3,2,0,2,0,1,0,1,10,1,2,3,4.0,,,,,,,,,
0022500142,AJ Green,2025-11-01,1,SAC,MIL,SG,1,29.8,6,12,4,4,0,4,2,0,0,0,17,1,2,5,-2.0,,,,,,,,,
0022500157,AJ Green,2025-11-03,0,IND,MIL,SG,1,29.3,4,8,4,1,0,1,3,0,0,1,13,1,2,4,3.0,,,,,,,,,
0022500165,AJ Green,2025-11-04,0,TOR,MIL,SG,1,16.783333333333335,3,4,3,1,0,1,1,0,0,0,9,0,0,4,-17.0,,,,,,,,,
0022500035,AJ Green,2025-11-07,1,CHI,MIL,SG,1,34.568333333333335,2,8,2,4,1,3,5,0,1,1,6,0,0,3,17.0,,,,,,,,,
0022500191,AJ Green,2025-11-09,1,HOU,MIL,SG,1,26.44,1,5,1,1,0,1,4,2,0,2,3,0,0,3,-6.0,,,,,,,,,
0022500203,AJ Green,2025-11-10,0,DAL,MIL,SG,1,27.166666666666668,4,9,4,5,0,5,2,1,0,0,13,1,1,5,11.0,,,,,,,,,
0022500213,AJ Green,2025-11-12,0,CHA,MIL,SG,1,26.85,1,4,1,3,0,3,2,0,0,0,3,0,0,2,-9.0,,,,,,,,,
0022500043,AJ Green,2025-11-14,1,CHA,MIL,SG,1,25.5,2,4,2,0,0,0,2,0,0,0,13,7,7,3,25.0,,,,,,,,,
0022500231,AJ Green,2025-11-15,1,LAL,MIL,SG,1,25.1,5,10,5,3,0,3,0,0,0,1,15,0,0,0,-5.0,,,,,,,,,
0022500241,AJ Green,2025-11-17,0,CLE,MIL,SG,1,40.483333333333334,4,10,4,3,0,3,4,1,0,0,12,0,0,3,-10.0,,,,,,,,,
0022500266,AJ Green,2025-11-20,1,PHI,MIL,SG,1,35.8,3,5,3,6,0,6,0,1,0,2,9,0,0,2,-3.0,,,,,,,,,
0022500272,AJ Green,2025-11-22,1,DET,MIL,SG,1,28.433333333333334,5,12,5,2,0,2,2,0,0,0,15,0,0,2,-21.0,,,,,,,,,
0022500288,AJ Green,2025-11-24,1,POR,MIL,SG,1,24.55,2,6,1,2,0,2,0,1,0,1,6,1,2,3,-31.0,,,,,,,,,
0022500062,AJ Green,2025-11-26,0,MIA,MIL,SF,1,36.266666666666666,4,6,4,5,0,5,8,2,0,0,12,0,0,3,5.0,,,,,,,,,
0022500074,AJ Green,2025-11-28,0,NYK,MIL,SG,1,39.25,6,12,6,5,0,5,1,2,0,2,18,0,0,2,-12.0,,,,,,,,,
0022500297,AJ Green,2025-11-29,1,BKN,MIL,SF,1,23.133333333333333,5,7,5,3,0,3,5,0,0,1,15,0,0,1,29.0,,,,,,,,,
0022500311,AJ Green,2025-12-01,0,WAS,MIL,SF,1,30.935,4,6,4,5,0,5,5,0,0,2,13,1,1,2,8.0,,,,,,,,,
0022500331,AJ Green,2025-12-03,1,DET,MIL,SF,1,39.766666666666666,6,12,5,2,0,2,0,1,2,0,19,2,2,2,8.0,,,,,,,,,
0022500348,AJ Green,2025-12-05,1,PHI,MIL,SF,1,15.2,0,4,0,0,0,0,2,0,0,1,0,0,0,1,-17.0,,,,,,,,,
0022500374,AJ Green,2025-12-18,1,TOR,MIL,SF,1,24.416666666666668,2,5,1,2,0,2,1,1,0,1,5,0,0,2,-3.0,,,,,,,,,
0022500400,AJ Green,2025-12-21,0,MIN,MIL,SG,1,23.436666666666667,1,8,1,3,1,2,2,0,0,2,4,1,1,1,-9.0,,,,,,,,,
0022500413,AJ Green,2025-12-23,0,IND,MIL,SG,1,26.011666666666667,1,6,1,2,1,1,3,1,0,2,4,1,1,5,2.0,,,,,,,,,
0022500428,AJ Green,2025-12-26,0,MEM,MIL,PG,1,34.766666666666666,7,13,6,2,2,0,1,2,0,1,20,0,0,3,-23.0,,,,,,,,,
0022500437,AJ Green,2025-12-27,0,CHI,MIL,SF,1,28.0,2,9,2,2,0,2,1,2,0,0,6,0,0,1,14.0,,,,,,,,,
0022500447,AJ Green,2025-12-29,0,CHA,MIL,SF,1,26.6,2,6,1,3,0,3,2,1,0,0,5,0,0,1,16.0,,,,,,,,,
0022500469,AJ Green,2025-12-31,1,WAS,MIL,SF,1,33.88333333333333,3,8,3,2,0,2,2,0,0,0,9,0,0,0,12.0,,,,,,,,,
0022500481,AJ Green,2026-01-02,1,CHA,MIL,SF,1,40.71666666666667,4,13,3,0,0,0,3,1,0,1,12,1,2,4,4.0,,,,,,,,,
0022500500,AJ Green,2026-01-04,0,SAC,MIL,SF,1,31.55,0,6,0,5,2,3,1,1,0,1,1,1,1,3,25.0,,,,,,,,,
0022500526,AJ Green,2026-01-07,0,GSW,MIL,SF,1,29.616666666666667,4,8,3,2,0,2,2,0,0,2,11,0,0,1,1.0,,,,,,,,,
0022500541,AJ Green,2026-01-09,0,LAL,MIL,SF,1,35.23,4,7,3,2,0,2,2,2,0,1,11,0,0,0,10.0,,,,,,,,,
0022500554,AJ Green,2026-01-11,0,DEN,MIL,SF,1,36.81666666666667,5,8,4,5,0,5,4,0,0,1,14,0,0,4,11.0,,,,,,,,,
0022500566,AJ Green,2026-01-13,1,MIN,MIL,SF,1,26.493333333333332,3,9,3,0,0,0,2,0,0,0,9,0,0,1,-8.0,,,,,,,,,
0022500582,AJ Green,2026-01-15,0,SAS,MIL,SF,1,15.033333333333333,2,4,2,0,0,0,1,0,0,0,6,0,0,4,-25.0,,,,,,,,,
0022500014,AJ Green,2026-01-19,0,ATL,MIL,SG,1,41.68333333333333,6,12,6,3,0,3,1,0,0,2,18,0,0,2,14.0,,,,,,,,,
0022500625,AJ Green,2026-01-21,1,OKC,MIL,SG,1,31.528333333333332,5,10,4,3,0,3,1,0,0,2,15,1,1,2,-14.0,,,,,,,,,
0022500666,AJ Green,2026-01-27,0,PHI,MIL,SG,1,29.266666666666666,3,6,2,2,0,2,3,0,0,0,8,0,0,0,-1.0,,,,,,,,,
0022500681,AJ Green,2026-01-29,0,WAS,MIL,SG,1,36.95666666666666,1,6,0,2,0,2,3,0,1,1,2,0,1,3,-10.0,,,,,,,,,
0022500702,AJ Green,2026-02-01,0,BOS,MIL,SG,1,29.25,1,5,1,2,0,2,1,0,0,0,3,0,0,1,-27.0,,,,,,,,,
0022500722,AJ Green,2026-02-03,1,CHI,MIL,SG,1,30.483333333333334,6,11,5,4,1,3,2,1,1,0,17,0,0,4,3.0,,,,,,,,,
0022500729,AJ Green,2026-02-04,1,NOP,MIL,SG,1,35.735,7,13,6,3,1,2,2,0,0,1,20,0,0,2,-2.0,,,,,,,,,
0022500743,AJ Green,2026-02-06,1,IND,MIL,SF,1,36.63333333333333,5,14,4,3,1,2,2,0,0,2,14,0,0,3,9.0,,,,,,,,,
0022500764,AJ Green,2026-02-09,0,ORL,MIL,SF,1,32.18333333333333,4,8,4,6,1,5,1,0,0,1,15,3,3,1,-13.0,,,,,,,,,
0022500777,AJ Green,2026-02-11,0,ORL,MIL,SG,1,30.35,2,6,2,1,0,1,2,1,0,0,6,0,0,0,1.0,,,,,,,,,
0022500789,AJ Green,2026-02-12,0,OKC,MIL,PG,1,38.016666666666666,6,14,5,2,1,1,3,1,0,0,17,0,0,1,17.0,,,,,,,,,
0022500807,AJ Green,2026-02-20,0,NOP,MIL,SF,1,29.9,0,4,0,2,0,2,4,1,0,2,0,0,0,2,22.0,,,,,,,,,
0022500819,AJ Green,2026-02-22,1,TOR,MIL,SF,1,25.7,1,6,1,1,1,0,1,0,0,0,3,0,0,2,-8.0,,,,,,,,,
0022500837,AJ Green,2026-02-24,1,MIA,MIL,SF,1,27.583333333333332,2,6,2,5,1,4,4,1,0,0,8,2,2,5,12.0,,,,,,,,,
0022500846,AJ Green,2026-02-25,1,CLE,MIL,SF,1,37.63333333333333,5,10,5,1,0,1,2,0,0,1,15,0,0,4,15.0,,,,,,,,,
0022500860,AJ Green,2026-02-27,1,NYK,MIL,SF,1,30.2,2,6,2,2,0,2,0,0,0,1,7,1,1,2,-17.0,,,,,,,,,
0022500870,AJ Green,2026-03-01,0,CHI,MIL,SF,1,29.65,4,11,4,2,1,1,2,0,0,1,13,1,1,4,-20.0,,,,,,,,,
0022500880,AJ Green,2026-03-02,1,BOS,MIL,SG,1,18.416666666666668,0,3,0,4,1,3,0,0,0,0,0,0,0,0,-4.0,,,,,,,,,
0022500897,AJ Green,2026-03-04,1,ATL,MIL,SG,1,23.666666666666668,3,9,1,0,0,0,0,0,0,2,7,0,0,2,-21.0,,,,,,,,,
0022500919,AJ Green,2026-03-07,1,UTA,MIL,,0,20.783333333333335,2,8,2,1,0,1,1,0,0,0,7,1,2,4,0.0,,,,,,,,,
0022500926,AJ Green,2026-03-08,1,ORL,MIL,SG,1,28.216666666666665,1,8,1,1,0,1,0,1,0,2,4,1,1,3,-30.0,,,,,,,,,
0022500941,AJ Green,2026-03-10,1,PHX,MIL,,0,15.038333333333334,1,2,1,3,0,3,2,0,0,0,3,0,0,1,-12.0,,,,,,,,,
0022500086,AJ Johnson,2025-10-22,0,MIL,WAS,,0,1.7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2.0,,,,,,,,,
0022500109,AJ Johnson,2025-10-26,1,CHA,WAS,,0,4.166666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-4.0,,,,,,,,,
0022500140,AJ Johnson,2025-10-30,0,OKC,WAS,,0,3.6666666666666665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,,
0022500145,AJ Johnson,2025-11-01,1,ORL,WAS,,0,5.983333333333333,1,3,0,1,1,0,0,0,0,0,2,0,0,0,-9.0,,,,,,,,,
0022500159,AJ Johnson,2025-11-03,0,NYK,WAS,,0,4.266666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,,,,,,,,,
0022500174,AJ Johnson,2025-11-05,0,BOS,WAS,,0,6.283333333333333,0,0,0,2,1,1,1,0,0,0,1,1,2,0,-2.0,,,,,,,,,
0022500029,AJ Johnson,2025-11-07,1,CLE,WAS,,0,8.833333333333334,1,4,0,0,0,0,2,0,0,1,4,2,2,2,-5.0,,,,,,,,,
0022500235,AJ Johnson,2025-11-16,1,BKN,WAS,,0,2.7333333333333334,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,,,,,,,,,
0022500073,AJ Johnson,2025-11-28,0,IND,WAS,,0,5.8,0,1,0,1,0,1,0,0,0,1,0,0,0,0,-4.0,,,,,,,,,
0022500351,AJ Johnson,2025-12-06,1,ATL,WAS,,0,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,
0022500370,AJ Johnson,2025-12-18,0,SAS,WAS,,0,3.5,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0.0,,,,,,,,,
0022500409,AJ Johnson,2025-12-23,0,CHA,WAS,,0,2.2666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,,,,,,,,,
0022500425,AJ Johnson,2025-12-26,1,TOR,WAS,,0,2.5166666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,,,,,,,,,
0022500448,AJ Johnson,2025-12-29,1,PHX,WAS,,0,1.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,,,,,,,,,
0022500469,AJ Johnson,2025-12-31,0,MIL,WAS,,0,15.633333333333333,3,5,2,0,0,0,2,1,0,2,8,0,0,0,14.0,,,,,,,,,
0022500477,AJ Johnson,2026-01-02,1,BKN,WAS,,0,13.68,1,6,1,0,0,0,1,1,0,0,3,0,0,0,3.0,,,,,,,,,
0022500498,AJ Johnson,2026-01-04,1,MIN,WAS,,0,12.868333333333334,2,5,1,2,0,2,3,1,0,1,5,0,0,1,6.0,,,,,,,,,
0022500511,AJ Johnson,2026-01-06,1,ORL,WAS,,0,6.3,0,1,0,1,0,1,0,0,0,0,0,0,0,1,-13.0,,,,,,,,,
0022500518,AJ Johnson,2026-01-07,0,PHI,WAS,,0,19.666666666666668,3,9,0,4,0,4,2,0,0,1,6,0,0,0,8.0,,,,,,,,,
0022500534,AJ Johnson,2026-01-09,1,NOP,WAS,,0,15.916666666666666,3,6,0,6,2,4,1,1,0,1,6,0,0,1,3.0,,,,,,,,,
0022500555,AJ Johnson,2026-01-11,0,PHX,WAS,,0,9.838333333333333,0,6,0,3,2,1,0,0,0,2,0,0,0,1,0.0,,,,,,,,,
0022500577,AJ Johnson,2026-01-14,0,LAC,WAS,,0,3.35,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-6.0,,,,,,,,,
0022500592,AJ Johnson,2026-01-16,0,SAC,WAS,,0,11.466666666666667,2,6,0,3,1,2,0,1,0,1,4,0,0,1,-22.0,,,,,,,,,
0022500707,AJ Johnson,2026-02-01,1,SAC,WAS,,0,27.3,7,13,2,1,1,0,4,1,0,7,17,1,2,2,8.0,,,,,,,,,
0022500718,AJ Johnson,2026-02-03,1,NYK,WAS,,0,23.583333333333332,4,8,1,4,0,4,4,1,0,0,14,5,6,4,-1.0,,,,,,,,,
0022500749,AJ Johnson,2026-02-07,0,SAS,DAL,,0,7.366666666666666,0,4,0,0,0,0,1,0,0,0,0,0,0,0,4.0,,,,,,,,,
0022500773,AJ Johnson,2026-02-10,0,PHX,DAL,,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,
0022500791,AJ Johnson,2026-02-12,0,LAL,DAL,,0,3.3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-4.0,,,,,,,,,
0022500806,AJ Johnson,2026-02-20,0,MIN,DAL,,0,4.816666666666666,1,2,0,0,0,0,0,0,0,1,2,0,0,0,2.0,,,,,,,,,
0022500833,AJ Johnson,2026-02-24,0,BKN,DAL,,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,
0022500854,AJ Johnson,2026-02-26,1,SAC,DAL,,0,14.766666666666667,4,4,1,2,0,2,1,0,0,0,11,2,2,0,5.0,,,,,,,,,
0022500861,AJ Johnson,2026-02-27,1,MEM,DAL,,0,33.71666666666667,3,13,1,3,0,3,4,0,0,2,12,5,6,1,-1.0,,,,,,,,,
0022500876,AJ Johnson,2026-03-01,1,OKC,DAL,,0,22.466666666666665,3,9,0,4,0,4,4,1,0,1,6,0,0,1,0.0,,,,,,,,,
0022500883,AJ Johnson,2026-03-03,0,CHA,DAL,,0,13.256666666666666,0,1,0,2,1,1,0,0,0,1,2,2,2,1,-17.0,,,,,,,,,
0022500908,AJ Johnson,2026-03-06,0,BOS,DAL,,0,4.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,,,,,,,,,
0022500924,AJ Johnson,2026-03-08,0,TOR,DAL,,0,5.033333333333333,0,3,0,0,0,0,0,0,0,0,0,0,0,0,-6.0,,,,,,,,,
0022500006,Aaron Gordon,2025-10-23,0,GSW,DEN,PF,1,38.65,17,21,10,8,0,8,2,0,1,2,50,6,6,1,-1.0,,,,,,,,,
0022500104,Aaron Gordon,2025-10-25,1,PHX,DEN,PF,1,25.2,5,11,1,2,1,1,1,3,0,0,17,6,6,0,17.0,,,,,,,,,
0022500008,Aaron Gordon,2025-10-27,0,MIN,DEN,PF,1,32.81333333333333,3,10,0,3,0,3,3,0,0,2,9,3,3,3,8.0,,,,,,,,,
0022500134,Aaron Gordon,2025-10-29,1,NOP,DEN,PF,1,22.516666666666666,2,5,1,9,0,9,3,0,0,2,9,4,4,2,19.0,,,,,,,,,
0022500026,Aaron Gordon,2025-10-31,0,POR,DEN,PF,1,31.67,5,11,0,5,2,3,1,1,0,3,14,4,4,3,4.0,,,,,,,,,
0022500162,Aaron Gordon,2025-11-03,1,SAC,DEN,PF,1,30.25,6,11,3,7,3,4,1,1,0,1,20,5,6,2,5.0,,,,,,,,,
0022500178,Aaron Gordon,2025-11-05,1,MIA,DEN,PF,1,30.833333333333332,9,16,1,6,1,5,1,1,0,3,24,5,6,1,8.0,,,,,,,,,
0022500037,Aaron Gordon,2025-11-07,1,GSW,DEN,PF,1,23.966666666666665,6,12,3,3,0,3,1,1,0,0,18,3,4,0,4.0,,,,,,,,,
0022500212,Aaron Gordon,2025-11-11,0,SAC,DEN,PF,1,30.15,5,11,2,7,4,3,3,0,0,2,17,5,7,2,18.0,,,,,,,,,
0022500224,Aaron Gordon,2025-11-12,0,LAC,DEN,PF,1,30.783333333333335,6,12,2,5,2,3,0,1,0,1,18,4,4,0,28.0,,,,,,,,,
0022500232,Aaron Gordon,2025-11-15,0,MIN,DEN,PF,1,35.715,8,15,4,10,1,9,1,2,2,1,23,3,4,5,33.0,,,,,,,,,
0022500248,Aaron Gordon,2025-11-17,1,CHI,DEN,PF,1,32.416666666666664,10,18,1,10,5,5,0,0,0,0,24,3,4,5,18.0,,,,,,,,,
0022500054,Aaron Gordon,2025-11-21,0,HOU,DEN,PF,1,3.35,0,1,0,2,0,2,0,0,0,1,1,1,2,0,4.0,,,,,,,,,
0022500496,Aaron Gordon,2026-01-04,0,BKN,DEN,,0,21.233333333333334,8,15,0,6,3,3,2,0,0,3,20,4,6,2,1.0,,,,,,,,,
0022500520,Aaron Gordon,2026-01-07,0,BOS,DEN,,0,23.425,5,12,2,6,1,5,2,0,0,0,12,0,0,0,2.0,,,,,,,,,
0022500537,Aaron Gordon,2026-01-09,1,ATL,DEN,,0,24.461666666666666,5,11,1,9,0,9,5,0,0,1,14,3,4,1,-19.0,,,,,,,,,
0022500554,Aaron Gordon,2026-01-11,1,MIL,DEN,C,1,31.7,7,16,2,6,2,4,4,0,0,0,23,7,9,1,-11.0,,,,,,,,,
0022500567,Aaron Gordon,2026-01-13,0,NOP,DEN,C,1,29.583333333333332,6,15,1,7,3,4,1,2,0,0,16,3,5,3,8.0,,,,,,,,,
0022500575,Aaron Gordon,2026-01-14,0,DAL,DEN,C,1,29.916666666666668,8,12,3,6,1,5,3,0,1,0,22,3,5,2,3.0,,,,,,,,,
0022500600,Aaron Gordon,2026-01-17,1,WAS,DEN,C,1,32.0,3,8,1,10,0,10,11,1,0,1,8,1,2,1,14.0,,,,,,,,,
0022500617,Aaron Gordon,2026-01-20,1,LAL,DEN,C,1,31.85,6,9,2,4,1,3,5,0,0,0,18,4,8,1,-8.0,,,,,,,,,
0022500629,Aaron Gordon,2026-01-22,0,WAS,DEN,PF,1,33.416666666666664,5,12,1,5,0,5,5,1,0,0,16,5,5,1,23.0,,,,,,,,,
0022500640,Aaron Gordon,2026-01-23,0,MIL,DEN,PF,1,16.1,4,9,1,6,0,6,3,2,0,1,13,4,5,2,12.0,,,,,,,,,
0022500911,Aaron Gordon,2026-03-06,1,NYK,DEN,PF,1,21.466666666666665,1,7,0,3,2,1,3,0,0,0,3,1,2,0,-7.0,,,,,,,,,
0022500933,Aaron Gordon,2026-03-09,0,OKC,DEN,PF,1,28.483333333333334,6,14,2,10,4,6,3,1,0,1,23,9,10,2,14.0,,,,,,,,,
0022500950,Aaron Gordon,2026-03-11,1,HOU,DEN,PF,1,22.481666666666666,0,3,0,4,1,3,1,0,1,0,0,0,0,0,17.0,,,,,,,,,
0022500116,Aaron Holiday,2025-10-27,1,BKN,HOU,,0,7.233333333333333,2,3,1,0,0,0,0,0,0,0,5,0,0,0,-1.0,,,,,,,,,
0022500146,Aaron Holiday,2025-11-01,0,BOS,HOU,,0,7.516666666666667,0,1,0,2,0,2,2,0,0,2,2,2,2,0,-4.0,,,,,,,,,
0022500160,Aaron Holiday,2025-11-03,1,DAL,HOU,,0,9.701666666666666,2,3,1,1,0,1,1,0,0,2,6,1,1,2,7.0,,,,,,,,,
0022500176,Aaron Holiday,2025-11-05,0,MEM,HOU,,0,1.9833333333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-3.0,,,,,,,,,
0022500218,Aaron Holiday,2025-11-12,1,WAS,HOU,,0,3.35,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1.0,,,,,,,,,
0022500042,Aaron Holiday,2025-11-14,1,POR,HOU,,0,13.096666666666666,3,6,1,0,0,0,1,1,0,1,10,3,4,2,3.0,,,,,,,,,
0022500236,Aaron Holiday,2025-11-16,1,ORL,HOU,,0,15.575,3,4,2,1,0,1,0,0,0,0,10,2,2,0,9.0,,,,,,,,,
0022500255,Aaron Holiday,2025-11-19,0,CLE,HOU,,0,19.275,5,7,3,0,0,0,0,1,0,0,18,5,5,2,6.0,,,,,,,,,
0022500054,Aaron Holiday,2025-11-21,1,DEN,HOU,,0,13.475,0,3,0,0,0,0,0,0,0,0,1,1,1,1,3.0,,,,,,,,,
0022500290,Aaron Holiday,2025-11-24,0,PHX,HOU,,0,27.316666666666666,8,17,6,1,0,1,2,2,0,2,22,0,0,1,16.0,,,,,,,,,
0022500066,Aaron Holiday,2025-11-26,0,GSW,HOU,,0,29.416666666666668,4,16,3,3,2,1,3,0,0,2,14,3,4,4,21.0,,,,,,,,,
0022500301,Aaron Holiday,2025-11-30,0,UTA,HOU,,0,20.058333333333334,3,10,3,1,0,1,2,1,0,1,11,2,2,2,14.0,,,,,,,,,
0022500316,Aaron Holiday,2025-12-01,0,UTA,HOU,,0,32.583333333333336,3,10,3,2,0,2,2,0,0,0,10,1,2,3,1.0,,,,,,,,,
0022500330,Aaron Holiday,2025-12-03,1,SAC,HOU,,0,17.0,3,5,1,2,0,2,1,0,0,1,7,0,0,1,4.0,,,,,,,,,
0022500346,Aaron Holiday,2025-12-05,1,PHX,HOU,,0,29.066666666666666,3,3,2,1,0,1,2,2,1,2,10,2,2,1,7.0,,,,,,,,,
0022500356,Aaron Holiday,2025-12-06,0,DAL,HOU,,0,26.783333333333335,7,12,3,2,0,2,0,1,1,2,19,2,2,1,6.0,,,,,,,,,
0022501205,Aaron Holiday,2025-12-11,1,LAC,HOU,,0,17.42,4,9,4,1,0,1,0,0,0,1,13,1,2,2,0.0,,,,,,,,,
0022501225,Aaron Holiday,2025-12-15,0,DEN,HOU,,0,10.235,1,1,1,0,0,0,1,0,0,0,3,0,0,2,-7.0,,,,,,,,,
0022500375,Aaron Holiday,2025-12-18,0,NOP,HOU,,0,10.295,1,3,1,1,0,1,1,0,0,0,3,0,0,2,-9.0,,,,,,,,,
0022500386,Aaron Holiday,2025-12-20,0,DEN,HOU,,0,7.95,0,2,0,4,1,3,0,0,0,3,0,0,0,1,-12.0,,,,,,,,,
0022500422,Aaron Holiday,2025-12-23,0,LAC,HOU,,0,16.116666666666667,1,4,1,0,0,0,1,0,0,2,3,0,0,3,-9.0,,,,,,,,,
0022500012,Aaron Holiday,2025-12-25,0,LAL,HOU,,0,3.15,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1.0,,,,,,,,,
0022500438,Aaron Holiday,2025-12-27,1,CLE,HOU,,0,13.266666666666667,1,3,0,1,0,1,1,0,0,0,2,0,0,1,-12.0,,,,,,,,,
0022500453,Aaron Holiday,2025-12-29,1,IND,HOU,,0,3.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-14.0,,,,,,,,,
0022500471,Aaron Holiday,2026-01-01,0,BKN,HOU,,0,3.3166666666666664,1,2,1,0,0,0,1,0,0,0,3,0,0,0,5.0,,,,,,,,,
0022500491,Aaron Holiday,2026-01-03,0,DAL,HOU,,0,14.066666666666666,0,6,0,0,0,0,1,3,1,0,0,0,0,3,-4.0,,,,,,,,,
0022500505,Aaron Holiday,2026-01-05,1,PHX,HOU,,0,10.3,2,3,0,0,0,0,0,0,0,0,4,0,0,0,-6.0,,,,,,,,,
0022500527,Aaron Holiday,2026-01-07,0,POR,HOU,,0,4.65,0,1,0,1,1,0,0,1,0,0,0,0,0,3,1.0,,,,,,,,,
0022500557,Aaron Holiday,2026-01-11,0,SAC,HOU,SG,1,28.32,1,7,1,1,0,1,4,1,0,0,3,0,0,2,-19.0,,,,,,,,,
0022500581,Aaron Holiday,2026-01-15,1,OKC,HOU,,0,3.533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.0,,,,,,,,,
0022500679,Aaron Holiday,2026-01-28,1,SAS,HOU,,0,0.8516666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,,,,,,,,,
0022500682,Aaron Holiday,2026-01-29,0,ATL,HOU,,0,7.9783333333333335,1,4,1,2,0,2,0,0,0,0,4,1,2,2,1.0,,,,,,,,,
0022500713,Aaron Holiday,2026-02-02,0,IND,HOU,,0,17.301666666666666,2,4,2,0,0,0,0,1,0,0,8,2,2,2,8.0,,,,,,,,,
