game_date,game,team,opponent,player_name,lineup_status,market,projection,bet_higher_if_line_leq,bet_lower_if_line_geq,confidence_flag,historical_games_used
2026-03-05,BKN @ MIA,MIA,BKN,Andrew Wiggins,confirmed,TO,1.69,1.0,2.5,high_confidence,56
2026-03-05,SAS @ DET,DET,SAS,Cade Cunningham,confirmed,3PM,1.69,1.0,2.5,high_confidence,56
2026-03-05,SAS @ DET,DET,SAS,Cade Cunningham,confirmed,STL,1.45,0.5,2.0,high_confidence,56
2026-03-05,SAS @ DET,DET,SAS,Ausar Thompson,confirmed,TO,1.4,0.5,2.0,high_confidence,56
2026-03-05,ORL @ DAL,DAL,ORL,Max Christie,confirmed,TO,1.15,0.5,2.0,high_confidence,56
2026-03-05,BKN @ MIA,MIA,BKN,Andrew Wiggins,confirmed,STL,1.08,0.5,2.0,high_confidence,56
2026-03-05,BKN @ MIA,MIA,BKN,Andrew Wiggins,confirmed,BLK,1.08,0.5,2.0,high_confidence,56
2026-03-05,SAC @ NOP,NOP,SAC,Saddiq Bey,expected,STL,0.89,,1.5,high_confidence,56
2026-03-05,SAS @ DET,DET,SAS,Ausar Thompson,confirmed,BLK,0.76,,1.5,high_confidence,56
2026-03-05,ORL @ DAL,DAL,ORL,Max Christie,confirmed,STL,0.72,,1.5,high_confidence,56
2026-03-05,SAS @ DET,DET,SAS,Cade Cunningham,confirmed,BLK,0.72,,1.5,high_confidence,56
2026-03-05,ORL @ DAL,DAL,ORL,Max Christie,confirmed,BLK,0.17,,1.0,high_confidence,56
2026-03-05,SAS @ DET,DET,SAS,Ausar Thompson,confirmed,3PM,0.12,,1.0,high_confidence,56
2026-03-05,SAC @ NOP,NOP,SAC,Saddiq Bey,expected,BLK,0.1,,1.0,high_confidence,56
2026-03-05,GSW @ HOU,HOU,GSW,Alperen Sengun,confirmed,PRA,37.02,35.0,39.5,high_confidence,55
2026-03-05,DET @ SAS,SAS,DET,De'Aaron Fox,confirmed,PRA,27.29,25.0,29.5,high_confidence,55
2026-03-05,NOP @ SAC,SAC,NOP,Maxime Raynaud,expected,PRA,27.18,25.0,29.5,high_confidence,55
2026-03-05,MIA @ BKN,BKN,MIA,Nic Claxton,confirmed,PRA,22.89,20.5,25.0,high_confidence,55
2026-03-05,GSW @ HOU,HOU,GSW,Alperen Sengun,confirmed,PTS,20.63,19.0,22.5,high_confidence,55
2026-03-05,MIA @ BKN,BKN,MIA,Noah Clowney,confirmed,PRA,20.57,18.5,23.0,high_confidence,55
2026-03-05,NOP @ SAC,SAC,NOP,Precious Achiuwa,expected,PRA,19.18,17.0,21.5,high_confidence,55
2026-03-05,DET @ SAS,SAS,DET,De'Aaron Fox,confirmed,PTS,18.26,16.5,20.0,high_confidence,55
2026-03-05,NOP @ SAC,SAC,NOP,Maxime Raynaud,expected,PTS,14.79,13.0,16.5,high_confidence,55
2026-03-05,MIA @ BKN,BKN,MIA,Noah Clowney,confirmed,PTS,14.14,12.5,16.0,high_confidence,55
2026-03-05,MIA @ BKN,BKN,MIA,Nic Claxton,confirmed,PTS,11.97,10.0,13.5,high_confidence,55
2026-03-05,NOP @ SAC,SAC,NOP,Maxime Raynaud,expected,REB,11.4,10.0,12.5,high_confidence,55
2026-03-05,GSW @ HOU,HOU,GSW,Alperen Sengun,confirmed,REB,9.94,8.5,11.0,high_confidence,55
2026-03-05,NOP @ SAC,SAC,NOP,Precious Achiuwa,expected,PTS,9.84,8.0,11.5,high_confidence,55
2026-03-05,NOP @ SAC,SAC,NOP,Precious Achiuwa,expected,REB,7.55,6.5,9.0,high_confidence,55
2026-03-05,MIA @ BKN,BKN,MIA,Nic Claxton,confirmed,REB,6.92,5.5,8.0,high_confidence,55
2026-03-05,GSW @ HOU,HOU,GSW,Alperen Sengun,confirmed,AST,6.45,5.0,7.5,high_confidence,55
2026-03-05,DET @ SAS,SAS,DET,De'Aaron Fox,confirmed,AST,5.75,4.5,7.0,high_confidence,55
2026-03-05,MIA @ BKN,BKN,MIA,Noah Clowney,confirmed,REB,4.69,3.5,6.0,high_confidence,55
2026-03-05,MIA @ BKN,BKN,MIA,Nic Claxton,confirmed,AST,4.0,2.5,5.0,high_confidence,55
2026-03-05,GSW @ HOU,HOU,GSW,Alperen Sengun,confirmed,TO,3.61,3.0,4.5,high_confidence,55
2026-03-05,DET @ SAS,SAS,DET,De'Aaron Fox,confirmed,REB,3.28,2.0,4.5,high_confidence,55
2026-03-05,MIA @ BKN,BKN,MIA,Noah Clowney,confirmed,3PM,2.67,2.0,3.5,high_confidence,55
2026-03-05,DET @ SAS,SAS,DET,De'Aaron Fox,confirmed,TO,2.45,1.5,3.0,high_confidence,55
2026-03-05,DET @ SAS,SAS,DET,De'Aaron Fox,confirmed,3PM,1.92,1.0,2.5,high_confidence,55
2026-03-05,NOP @ SAC,SAC,NOP,Precious Achiuwa,expected,AST,1.78,0.5,3.0,high_confidence,55
2026-03-05,MIA @ BKN,BKN,MIA,Noah Clowney,confirmed,AST,1.74,0.5,3.0,high_confidence,55
2026-03-05,NOP @ SAC,SAC,NOP,Maxime Raynaud,expected,TO,1.67,1.0,2.5,high_confidence,55
2026-03-05,MIA @ BKN,BKN,MIA,Noah Clowney,confirmed,TO,1.28,0.5,2.0,high_confidence,55
2026-03-05,GSW @ HOU,HOU,GSW,Alperen Sengun,confirmed,STL,1.24,0.5,2.0,high_confidence,55
2026-03-05,DET @ SAS,SAS,DET,De'Aaron Fox,confirmed,STL,1.17,0.5,2.0,high_confidence,55
2026-03-05,GSW @ HOU,HOU,GSW,Alperen Sengun,confirmed,BLK,1.15,0.5,2.0,high_confidence,55
2026-03-05,NOP @ SAC,SAC,NOP,Precious Achiuwa,expected,BLK,1.11,0.5,2.0,high_confidence,55
2026-03-05,MIA @ BKN,BKN,MIA,Nic Claxton,confirmed,BLK,1.1,0.5,2.0,high_confidence,55
2026-03-05,MIA @ BKN,BKN,MIA,Nic Claxton,confirmed,TO,1.09,0.5,2.0,high_confidence,55
2026-03-05,NOP @ SAC,SAC,NOP,Precious Achiuwa,expected,TO,1.04,0.5,2.0,high_confidence,55
2026-03-05,NOP @ SAC,SAC,NOP,Maxime Raynaud,expected,AST,0.99,,2.0,high_confidence,55
2026-03-05,NOP @ SAC,SAC,NOP,Precious Achiuwa,expected,STL,0.83,,1.5,high_confidence,55
2026-03-05,MIA @ BKN,BKN,MIA,Noah Clowney,confirmed,STL,0.72,,1.5,high_confidence,55
2026-03-05,MIA @ BKN,BKN,MIA,Noah Clowney,confirmed,BLK,0.67,,1.5,high_confidence,55
2026-03-05,MIA @ BKN,BKN,MIA,Nic Claxton,confirmed,STL,0.66,,1.5,high_confidence,55
2026-03-05,NOP @ SAC,SAC,NOP,Maxime Raynaud,expected,STL,0.5,,1.0,high_confidence,55
2026-03-05,NOP @ SAC,SAC,NOP,Maxime Raynaud,expected,BLK,0.49,,1.0,high_confidence,55
2026-03-05,GSW @ HOU,HOU,GSW,Alperen Sengun,confirmed,3PM,0.46,,1.0,high_confidence,55
2026-03-05,NOP @ SAC,SAC,NOP,Precious Achiuwa,expected,3PM,0.4,,1.0,high_confidence,55
2026-03-05,DET @ SAS,SAS,DET,De'Aaron Fox,confirmed,BLK,0.2,,1.0,high_confidence,55
2026-03-05,NOP @ SAC,SAC,NOP,Maxime Raynaud,expected,3PM,0.07,,1.0,high_confidence,55
2026-03-05,MIA @ BKN,BKN,MIA,Nic Claxton,confirmed,3PM,0.06,,1.0,high_confidence,55
2026-03-05,TOR @ MIN,MIN,TOR,Anthony Edwards,confirmed,PRA,36.42,34.0,38.5,high_confidence,54
2026-03-05,BKN @ MIA,MIA,BKN,Bam Adebayo,confirmed,PRA,33.39,31.0,35.5,high_confidence,54
2026-03-05,SAC @ NOP,NOP,SAC,Trey Murphy III,expected,PRA,31.25,29.0,33.5,high_confidence,54
2026-03-05,DET @ SAS,SAS,DET,Stephon Castle,confirmed,PRA,27.93,25.5,30.0,high_confidence,54
2026-03-05,TOR @ MIN,MIN,TOR,Anthony Edwards,confirmed,PTS,27.47,25.5,29.0,high_confidence,54
2026-03-05,WAS @ UTA,UTA,WAS,Isaiah Collier,confirmed,PRA,24.29,22.0,26.5,high_confidence,54
2026-03-05,SAC @ NOP,NOP,SAC,Trey Murphy III,expected,PTS,21.94,20.0,23.5,high_confidence,54
2026-03-05,BKN @ MIA,MIA,BKN,Bam Adebayo,confirmed,PTS,20.24,18.5,22.0,high_confidence,54
2026-03-05,DET @ SAS,SAS,DET,Stephon Castle,confirmed,PTS,16.83,15.0,18.5,high_confidence,54
2026-03-05,WAS @ UTA,UTA,WAS,Isaiah Collier,confirmed,PTS,16.19,14.5,18.0,high_confidence,54
2026-03-05,BKN @ MIA,MIA,BKN,Bam Adebayo,confirmed,REB,10.12,9.0,11.5,high_confidence,54
2026-03-05,DET @ SAS,SAS,DET,Stephon Castle,confirmed,AST,6.71,5.5,8.0,high_confidence,54
2026-03-05,WAS @ UTA,UTA,WAS,Isaiah Collier,confirmed,AST,6.04,5.0,7.5,high_confidence,54
2026-03-05,TOR @ MIN,MIN,TOR,Anthony Edwards,confirmed,REB,5.41,4.0,6.5,high_confidence,54
2026-03-05,SAC @ NOP,NOP,SAC,Trey Murphy III,expected,REB,5.33,4.0,6.5,high_confidence,54
2026-03-05,DET @ SAS,SAS,DET,Stephon Castle,confirmed,REB,4.39,3.0,5.5,high_confidence,54
2026-03-05,SAC @ NOP,NOP,SAC,Trey Murphy III,expected,AST,3.98,2.5,5.0,high_confidence,54
2026-03-05,DET @ SAS,SAS,DET,Stephon Castle,confirmed,TO,3.81,3.0,4.5,high_confidence,54
2026-03-05,TOR @ MIN,MIN,TOR,Anthony Edwards,confirmed,AST,3.54,2.5,5.0,high_confidence,54
2026-03-05,TOR @ MIN,MIN,TOR,Anthony Edwards,confirmed,3PM,3.51,3.0,4.5,high_confidence,54
2026-03-05,SAC @ NOP,NOP,SAC,Trey Murphy III,expected,3PM,3.37,2.5,4.0,high_confidence,54
2026-03-05,BKN @ MIA,MIA,BKN,Bam Adebayo,confirmed,AST,3.03,2.0,4.5,high_confidence,54
2026-03-05,WAS @ UTA,UTA,WAS,Isaiah Collier,confirmed,TO,2.69,2.0,3.5,high_confidence,54
2026-03-05,TOR @ MIN,MIN,TOR,Anthony Edwards,confirmed,TO,2.65,2.0,3.5,high_confidence,54
2026-03-05,SAC @ NOP,NOP,SAC,Trey Murphy III,expected,TO,2.19,1.5,3.0,high_confidence,54
2026-03-05,DET @ SAS,SAS,DET,Stephon Castle,confirmed,STL,2.16,1.5,3.0,high_confidence,54
2026-03-05,WAS @ UTA,UTA,WAS,Isaiah Collier,confirmed,REB,2.06,1.0,3.5,high_confidence,54
2026-03-05,BKN @ MIA,MIA,BKN,Bam Adebayo,confirmed,TO,1.87,1.0,2.5,high_confidence,54
2026-03-05,BKN @ MIA,MIA,BKN,Bam Adebayo,confirmed,3PM,1.62,1.0,2.5,high_confidence,54
2026-03-05,TOR @ MIN,MIN,TOR,Anthony Edwards,confirmed,STL,1.45,0.5,2.0,high_confidence,54
2026-03-05,SAC @ NOP,NOP,SAC,Trey Murphy III,expected,STL,1.45,0.5,2.0,high_confidence,54
2026-03-05,WAS @ UTA,UTA,WAS,Isaiah Collier,confirmed,STL,1.35,0.5,2.0,high_confidence,54
2026-03-05,BKN @ MIA,MIA,BKN,Bam Adebayo,confirmed,STL,1.14,0.5,2.0,high_confidence,54
2026-03-05,DET @ SAS,SAS,DET,Stephon Castle,confirmed,3PM,0.99,,1.5,high_confidence,54
2026-03-05,TOR @ MIN,MIN,TOR,Anthony Edwards,confirmed,BLK,0.95,,1.5,high_confidence,54
2026-03-05,BKN @ MIA,MIA,BKN,Bam Adebayo,confirmed,BLK,0.67,,1.5,high_confidence,54
2026-03-05,WAS @ UTA,UTA,WAS,Isaiah Collier,confirmed,BLK,0.42,,1.0,high_confidence,54
2026-03-05,DET @ SAS,SAS,DET,Stephon Castle,confirmed,BLK,0.4,,1.0,high_confidence,54
2026-03-05,WAS @ UTA,UTA,WAS,Isaiah Collier,confirmed,3PM,0.39,,1.0,high_confidence,54
2026-03-05,SAC @ NOP,NOP,SAC,Trey Murphy III,expected,BLK,0.3,,1.0,high_confidence,54
2026-03-05,DEN @ LAL,LAL,DEN,Deandre Ayton,expected,PRA,21.44,19.0,23.5,high_confidence,53
2026-03-05,MIA @ BKN,BKN,MIA,Terance Mann,confirmed,PRA,15.29,13.0,17.5,high_confidence,53
2026-03-05,PHX @ CHI,CHI,PHX,Isaac Okoro,expected,PRA,13.79,11.5,16.0,high_confidence,53
2026-03-05,DEN @ LAL,LAL,DEN,Deandre Ayton,expected,PTS,12.19,10.5,14.0,high_confidence,53
2026-03-05,PHX @ CHI,CHI,PHX,Isaac Okoro,expected,PTS,9.0,7.0,10.5,high_confidence,53
2026-03-05,MIA @ BKN,BKN,MIA,Terance Mann,confirmed,PTS,8.8,7.0,10.5,high_confidence,53
2026-03-05,DEN @ LAL,LAL,DEN,Deandre Ayton,expected,REB,8.23,7.0,9.5,high_confidence,53
2026-03-05,MIA @ BKN,BKN,MIA,Terance Mann,confirmed,REB,3.34,2.0,4.5,high_confidence,53
2026-03-05,MIA @ BKN,BKN,MIA,Terance Mann,confirmed,AST,3.15,2.0,4.5,high_confidence,53
2026-03-05,PHX @ CHI,CHI,PHX,Isaac Okoro,expected,REB,2.96,1.5,4.0,high_confidence,53
2026-03-05,PHX @ CHI,CHI,PHX,Isaac Okoro,expected,AST,1.84,0.5,3.0,high_confidence,53
2026-03-05,MIA @ BKN,BKN,MIA,Terance Mann,confirmed,TO,1.27,0.5,2.0,high_confidence,53
2026-03-05,PHX @ CHI,CHI,PHX,Isaac Okoro,expected,3PM,1.11,0.5,2.0,high_confidence,53
2026-03-05,DEN @ LAL,LAL,DEN,Deandre Ayton,expected,AST,1.02,,2.5,high_confidence,53
2026-03-05,DEN @ LAL,LAL,DEN,Deandre Ayton,expected,TO,1.01,0.5,2.0,high_confidence,53
2026-03-05,MIA @ BKN,BKN,MIA,Terance Mann,confirmed,3PM,0.99,,1.5,high_confidence,53
2026-03-05,MIA @ BKN,BKN,MIA,Terance Mann,confirmed,STL,0.85,,1.5,high_confidence,53
2026-03-05,DEN @ LAL,LAL,DEN,Deandre Ayton,expected,BLK,0.81,,1.5,high_confidence,53
2026-03-05,PHX @ CHI,CHI,PHX,Isaac Okoro,expected,STL,0.79,,1.5,high_confidence,53
2026-03-05,DEN @ LAL,LAL,DEN,Deandre Ayton,expected,STL,0.61,,1.5,high_confidence,53
2026-03-05,PHX @ CHI,CHI,PHX,Isaac Okoro,expected,TO,0.58,,1.5,high_confidence,53
2026-03-05,PHX @ CHI,CHI,PHX,Isaac Okoro,expected,BLK,0.36,,1.0,high_confidence,53
2026-03-05,MIA @ BKN,BKN,MIA,Terance Mann,confirmed,BLK,0.27,,1.0,high_confidence,53
2026-03-05,DEN @ LAL,LAL,DEN,Deandre Ayton,expected,3PM,0.04,,1.0,high_confidence,53
2026-03-05,SAS @ DET,DET,SAS,Jalen Duren,confirmed,PRA,32.28,30.0,34.5,high_confidence,52
2026-03-05,PHX @ CHI,CHI,PHX,Collin Sexton,expected,PRA,21.47,19.0,23.5,high_confidence,52
2026-03-05,SAS @ DET,DET,SAS,Jalen Duren,confirmed,PTS,19.51,18.0,21.5,high_confidence,52
2026-03-05,PHX @ CHI,CHI,PHX,Guerschon Yabusele,expected,PRA,16.77,14.5,19.0,high_confidence,52
2026-03-05,PHX @ CHI,CHI,PHX,Collin Sexton,expected,PTS,15.33,13.5,17.0,high_confidence,52
2026-03-05,SAS @ DET,DET,SAS,Jalen Duren,confirmed,REB,11.13,10.0,12.5,high_confidence,52
2026-03-05,PHX @ CHI,CHI,PHX,Guerschon Yabusele,expected,PTS,8.75,7.0,10.5,high_confidence,52
2026-03-05,PHX @ CHI,CHI,PHX,Guerschon Yabusele,expected,REB,5.67,4.5,7.0,high_confidence,52
2026-03-05,PHX @ CHI,CHI,PHX,Collin Sexton,expected,AST,3.38,2.0,4.5,high_confidence,52
2026-03-05,PHX @ CHI,CHI,PHX,Collin Sexton,expected,REB,2.77,1.5,4.0,high_confidence,52
2026-03-05,PHX @ CHI,CHI,PHX,Guerschon Yabusele,expected,AST,2.35,1.0,3.5,high_confidence,52
2026-03-05,PHX @ CHI,CHI,PHX,Collin Sexton,expected,TO,2.13,1.5,3.0,high_confidence,52
2026-03-05,PHX @ CHI,CHI,PHX,Collin Sexton,expected,3PM,1.86,1.0,2.5,high_confidence,52
2026-03-05,PHX @ CHI,CHI,PHX,Guerschon Yabusele,expected,3PM,1.75,1.0,2.5,high_confidence,52
2026-03-05,SAS @ DET,DET,SAS,Jalen Duren,confirmed,TO,1.69,1.0,2.5,high_confidence,52
2026-03-05,SAS @ DET,DET,SAS,Jalen Duren,confirmed,AST,1.64,0.5,3.0,high_confidence,52
2026-03-05,PHX @ CHI,CHI,PHX,Guerschon Yabusele,expected,TO,1.02,0.5,2.0,high_confidence,52
2026-03-05,PHX @ CHI,CHI,PHX,Collin Sexton,expected,STL,0.84,,1.5,high_confidence,52
2026-03-05,SAS @ DET,DET,SAS,Jalen Duren,confirmed,BLK,0.6,,1.5,high_confidence,52
2026-03-05,PHX @ CHI,CHI,PHX,Collin Sexton,expected,BLK,0.58,,1.5,high_confidence,52
2026-03-05,SAS @ DET,DET,SAS,Jalen Duren,confirmed,STL,0.57,,1.5,high_confidence,52
2026-03-05,PHX @ CHI,CHI,PHX,Guerschon Yabusele,expected,STL,0.38,,1.0,high_confidence,52
2026-03-05,PHX @ CHI,CHI,PHX,Guerschon Yabusele,expected,BLK,0.24,,1.0,high_confidence,52
2026-03-05,SAS @ DET,DET,SAS,Jalen Duren,confirmed,3PM,0.15,,1.0,high_confidence,52
2026-03-05,BKN @ MIA,MIA,BKN,Pelle Larsson,confirmed,PRA,18.17,16.0,20.5,high_confidence,51
2026-03-05,BKN @ MIA,MIA,BKN,Davion Mitchell,confirmed,PRA,17.76,15.5,20.0,high_confidence,51
2026-03-05,DEN @ LAL,LAL,DEN,Marcus Smart,expected,PRA,16.21,14.0,18.5,high_confidence,51
2026-03-05,BKN @ MIA,MIA,BKN,Pelle Larsson,confirmed,PTS,11.04,9.5,13.0,high_confidence,51
2026-03-05,DEN @ LAL,LAL,DEN,Marcus Smart,expected,PTS,9.77,8.0,11.5,high_confidence,51
2026-03-05,BKN @ MIA,MIA,BKN,Davion Mitchell,confirmed,PTS,9.21,7.5,11.0,high_confidence,51
2026-03-05,BKN @ MIA,MIA,BKN,Davion Mitchell,confirmed,AST,5.89,4.5,7.0,high_confidence,51
2026-03-05,BKN @ MIA,MIA,BKN,Pelle Larsson,confirmed,REB,3.75,2.5,5.0,high_confidence,51
2026-03-05,BKN @ MIA,MIA,BKN,Pelle Larsson,confirmed,AST,3.38,2.0,4.5,high_confidence,51
2026-03-05,DEN @ LAL,LAL,DEN,Marcus Smart,expected,REB,3.25,2.0,4.5,high_confidence,51
2026-03-05,DEN @ LAL,LAL,DEN,Marcus Smart,expected,AST,3.19,2.0,4.5,high_confidence,51
2026-03-05,BKN @ MIA,MIA,BKN,Davion Mitchell,confirmed,REB,2.67,1.5,4.0,high_confidence,51
2026-03-05,DEN @ LAL,LAL,DEN,Marcus Smart,expected,STL,1.92,1.0,2.5,high_confidence,51
2026-03-05,DEN @ LAL,LAL,DEN,Marcus Smart,expected,3PM,1.68,1.0,2.5,high_confidence,51
2026-03-05,BKN @ MIA,MIA,BKN,Pelle Larsson,confirmed,TO,1.4,0.5,2.0,high_confidence,51
2026-03-05,BKN @ MIA,MIA,BKN,Davion Mitchell,confirmed,TO,1.34,0.5,2.0,high_confidence,51
2026-03-05,BKN @ MIA,MIA,BKN,Davion Mitchell,confirmed,3PM,1.29,0.5,2.0,high_confidence,51
2026-03-05,DEN @ LAL,LAL,DEN,Marcus Smart,expected,TO,1.06,0.5,2.0,high_confidence,51
2026-03-05,BKN @ MIA,MIA,BKN,Davion Mitchell,confirmed,STL,1.04,0.5,2.0,high_confidence,51
2026-03-05,BKN @ MIA,MIA,BKN,Pelle Larsson,confirmed,3PM,0.94,,1.5,high_confidence,51
2026-03-05,BKN @ MIA,MIA,BKN,Pelle Larsson,confirmed,STL,0.84,,1.5,high_confidence,51
2026-03-05,DEN @ LAL,LAL,DEN,Marcus Smart,expected,BLK,0.4,,1.0,high_confidence,51
2026-03-05,BKN @ MIA,MIA,BKN,Pelle Larsson,confirmed,BLK,0.35,,1.0,high_confidence,51
2026-03-05,BKN @ MIA,MIA,BKN,Davion Mitchell,confirmed,BLK,0.31,,1.0,high_confidence,51
2026-03-05,DEN @ LAL,LAL,DEN,Luka Dončić,expected,PRA,47.39,45.0,49.5,high_confidence,50
2026-03-05,DET @ SAS,SAS,DET,Victor Wembanyama,confirmed,PRA,38.09,36.0,40.5,high_confidence,50
2026-03-05,DAL @ ORL,ORL,DAL,Paolo Banchero,confirmed,PRA,38.04,36.0,40.5,high_confidence,50
2026-03-05,DEN @ LAL,LAL,DEN,Luka Dončić,expected,PTS,31.17,29.5,33.0,high_confidence,50
2026-03-05,DAL @ ORL,ORL,DAL,Paolo Banchero,confirmed,PTS,23.69,22.0,25.5,high_confidence,50
2026-03-05,DET @ SAS,SAS,DET,Victor Wembanyama,confirmed,PTS,21.8,20.0,23.5,high_confidence,50
2026-03-05,HOU @ GSW,GSW,HOU,Draymond Green,confirmed,PRA,18.66,16.5,21.0,high_confidence,50
2026-03-05,HOU @ GSW,GSW,HOU,Gui Santos,confirmed,PRA,15.21,13.0,17.5,high_confidence,50
2026-03-05,DET @ SAS,SAS,DET,Victor Wembanyama,confirmed,REB,13.3,12.0,14.5,high_confidence,50
2026-03-05,HOU @ GSW,GSW,HOU,Draymond Green,confirmed,PTS,8.87,7.0,10.5,high_confidence,50
2026-03-05,DAL @ ORL,ORL,DAL,Paolo Banchero,confirmed,REB,8.84,7.5,10.0,high_confidence,50
2026-03-05,DEN @ LAL,LAL,DEN,Luka Dončić,expected,AST,8.29,7.0,9.5,high_confidence,50
2026-03-05,DEN @ LAL,LAL,DEN,Luka Dončić,expected,REB,7.93,6.5,9.0,high_confidence,50
2026-03-05,HOU @ GSW,GSW,HOU,Gui Santos,confirmed,PTS,7.52,6.0,9.5,high_confidence,50
2026-03-05,DAL @ ORL,ORL,DAL,Paolo Banchero,confirmed,AST,5.51,4.5,7.0,high_confidence,50
2026-03-05,HOU @ GSW,GSW,HOU,Draymond Green,confirmed,REB,5.18,4.0,6.5,high_confidence,50
2026-03-05,HOU @ GSW,GSW,HOU,Gui Santos,confirmed,REB,4.86,3.5,6.0,high_confidence,50
2026-03-05,HOU @ GSW,GSW,HOU,Draymond Green,confirmed,AST,4.61,3.5,6.0,high_confidence,50
2026-03-05,DET @ SAS,SAS,DET,Victor Wembanyama,confirmed,BLK,4.26,3.5,5.0,high_confidence,50
2026-03-05,DEN @ LAL,LAL,DEN,Luka Dončić,expected,TO,3.54,3.0,4.5,high_confidence,50
2026-03-05,DEN @ LAL,LAL,DEN,Luka Dončić,expected,3PM,3.34,2.5,4.0,high_confidence,50
2026-03-05,DAL @ ORL,ORL,DAL,Paolo Banchero,confirmed,TO,3.32,2.5,4.0,high_confidence,50
2026-03-05,DET @ SAS,SAS,DET,Victor Wembanyama,confirmed,TO,3.1,2.5,4.0,high_confidence,50
2026-03-05,DET @ SAS,SAS,DET,Victor Wembanyama,confirmed,AST,2.99,1.5,4.0,high_confidence,50
2026-03-05,HOU @ GSW,GSW,HOU,Gui Santos,confirmed,AST,2.83,1.5,4.0,high_confidence,50
2026-03-05,HOU @ GSW,GSW,HOU,Draymond Green,confirmed,TO,2.33,1.5,3.0,high_confidence,50
2026-03-05,HOU @ GSW,GSW,HOU,Draymond Green,confirmed,3PM,1.55,1.0,2.5,high_confidence,50
2026-03-05,HOU @ GSW,GSW,HOU,Gui Santos,confirmed,TO,1.51,1.0,2.5,high_confidence,50
2026-03-05,HOU @ GSW,GSW,HOU,Gui Santos,confirmed,STL,1.47,0.5,2.0,high_confidence,50
2026-03-05,HOU @ GSW,GSW,HOU,Gui Santos,confirmed,3PM,1.34,0.5,2.0,high_confidence,50
2026-03-05,DAL @ ORL,ORL,DAL,Paolo Banchero,confirmed,3PM,1.24,0.5,2.0,high_confidence,50
2026-03-05,DEN @ LAL,LAL,DEN,Luka Dončić,expected,STL,1.21,0.5,2.0,high_confidence,50
2026-03-05,DET @ SAS,SAS,DET,Victor Wembanyama,confirmed,3PM,1.18,0.5,2.0,high_confidence,50
2026-03-05,DET @ SAS,SAS,DET,Victor Wembanyama,confirmed,STL,0.91,,1.5,high_confidence,50
2026-03-05,DAL @ ORL,ORL,DAL,Paolo Banchero,confirmed,STL,0.87,,1.5,high_confidence,50
2026-03-05,HOU @ GSW,GSW,HOU,Draymond Green,confirmed,STL,0.82,,1.5,high_confidence,50
2026-03-05,HOU @ GSW,GSW,HOU,Gui Santos,confirmed,BLK,0.75,,1.5,high_confidence,50
2026-03-05,DAL @ ORL,ORL,DAL,Paolo Banchero,confirmed,BLK,0.67,,1.5,high_confidence,50
2026-03-05,HOU @ GSW,GSW,HOU,Draymond Green,confirmed,BLK,0.66,,1.5,high_confidence,50
2026-03-05,DEN @ LAL,LAL,DEN,Luka Dončić,expected,BLK,0.48,,1.0,high_confidence,50
2026-03-05,MIA @ BKN,BKN,MIA,Michael Porter Jr.,confirmed,PRA,33.08,31.0,35.5,high_confidence,49
2026-03-05,ORL @ DAL,DAL,ORL,Cooper Flagg,confirmed,PRA,26.63,24.5,29.0,high_confidence,49
2026-03-05,MIA @ BKN,BKN,MIA,Michael Porter Jr.,confirmed,PTS,24.58,23.0,26.5,high_confidence,49
2026-03-05,UTA @ WAS,WAS,UTA,Tre Johnson,confirmed,PRA,21.13,19.0,23.5,high_confidence,49
2026-03-05,DET @ SAS,SAS,DET,Devin Vassell,confirmed,PRA,19.05,17.0,21.5,high_confidence,49
2026-03-05,ORL @ DAL,DAL,ORL,Cooper Flagg,confirmed,PTS,17.34,15.5,19.0,high_confidence,49
2026-03-05,UTA @ WAS,WAS,UTA,Tre Johnson,confirmed,PTS,15.66,14.0,17.5,high_confidence,49
2026-03-05,DET @ SAS,SAS,DET,Devin Vassell,confirmed,PTS,12.49,10.5,14.0,high_confidence,49
2026-03-05,MIA @ BKN,BKN,MIA,Michael Porter Jr.,confirmed,REB,5.72,4.5,7.0,high_confidence,49
2026-03-05,ORL @ DAL,DAL,ORL,Cooper Flagg,confirmed,REB,5.51,4.5,7.0,high_confidence,49
2026-03-05,DET @ SAS,SAS,DET,Devin Vassell,confirmed,REB,4.34,3.0,5.5,high_confidence,49
2026-03-05,MIA @ BKN,BKN,MIA,Michael Porter Jr.,confirmed,3PM,3.91,3.0,4.5,high_confidence,49
2026-03-05,DET @ SAS,SAS,DET,Devin Vassell,confirmed,3PM,3.82,3.0,4.5,high_confidence,49
2026-03-05,ORL @ DAL,DAL,ORL,Cooper Flagg,confirmed,AST,3.79,2.5,5.0,high_confidence,49
2026-03-05,MIA @ BKN,BKN,MIA,Michael Porter Jr.,confirmed,AST,2.78,1.5,4.0,high_confidence,49
2026-03-05,UTA @ WAS,WAS,UTA,Tre Johnson,confirmed,REB,2.77,1.5,4.0,high_confidence,49
2026-03-05,UTA @ WAS,WAS,UTA,Tre Johnson,confirmed,AST,2.71,1.5,4.0,high_confidence,49
2026-03-05,UTA @ WAS,WAS,UTA,Tre Johnson,confirmed,3PM,2.47,1.5,3.0,high_confidence,49
2026-03-05,DET @ SAS,SAS,DET,Devin Vassell,confirmed,AST,2.22,1.0,3.5,high_confidence,49
2026-03-05,ORL @ DAL,DAL,ORL,Cooper Flagg,confirmed,TO,2.14,1.5,3.0,high_confidence,49
