game_date,game,team,opponent,player_name,lineup_status,market,projection,bet_higher_if_line_leq,bet_lower_if_line_geq,confidence_flag,historical_games_used
2026-03-05,MIA @ BKN,BKN,MIA,Michael Porter Jr.,confirmed,TO,1.94,1.0,2.5,high_confidence,49
2026-03-05,UTA @ WAS,WAS,UTA,Tre Johnson,confirmed,TO,1.44,0.5,2.0,high_confidence,49
2026-03-05,ORL @ DAL,DAL,ORL,Cooper Flagg,confirmed,BLK,1.32,0.5,2.0,high_confidence,49
2026-03-05,MIA @ BKN,BKN,MIA,Michael Porter Jr.,confirmed,STL,1.23,0.5,2.0,high_confidence,49
2026-03-05,ORL @ DAL,DAL,ORL,Cooper Flagg,confirmed,STL,1.14,0.5,2.0,high_confidence,49
2026-03-05,DET @ SAS,SAS,DET,Devin Vassell,confirmed,TO,1.14,0.5,2.0,high_confidence,49
2026-03-05,ORL @ DAL,DAL,ORL,Cooper Flagg,confirmed,3PM,1.03,0.5,2.0,high_confidence,49
2026-03-05,DET @ SAS,SAS,DET,Devin Vassell,confirmed,STL,0.68,,1.5,high_confidence,49
2026-03-05,UTA @ WAS,WAS,UTA,Tre Johnson,confirmed,STL,0.61,,1.5,high_confidence,49
2026-03-05,DET @ SAS,SAS,DET,Devin Vassell,confirmed,BLK,0.47,,1.0,high_confidence,49
2026-03-05,UTA @ WAS,WAS,UTA,Tre Johnson,confirmed,BLK,0.21,,1.0,high_confidence,49
2026-03-05,MIA @ BKN,BKN,MIA,Michael Porter Jr.,confirmed,BLK,0.13,,1.0,high_confidence,49
2026-03-05,WAS @ UTA,UTA,WAS,Cody Williams,confirmed,PRA,12.92,10.5,15.0,high_confidence,48
2026-03-05,WAS @ UTA,UTA,WAS,Cody Williams,confirmed,PTS,7.97,6.0,9.5,high_confidence,48
2026-03-05,WAS @ UTA,UTA,WAS,Cody Williams,confirmed,REB,3.48,2.0,4.5,high_confidence,48
2026-03-05,WAS @ UTA,UTA,WAS,Cody Williams,confirmed,AST,1.47,,2.5,high_confidence,48
2026-03-05,WAS @ UTA,UTA,WAS,Cody Williams,confirmed,TO,0.87,,1.5,high_confidence,48
2026-03-05,WAS @ UTA,UTA,WAS,Cody Williams,confirmed,STL,0.86,,1.5,high_confidence,48
2026-03-05,WAS @ UTA,UTA,WAS,Cody Williams,confirmed,3PM,0.5,,1.0,high_confidence,48
2026-03-05,WAS @ UTA,UTA,WAS,Cody Williams,confirmed,BLK,0.45,,1.0,high_confidence,48
2026-03-05,LAL @ DEN,DEN,LAL,Nikola Jokić,expected,PRA,47.54,45.5,50.0,high_confidence,47
2026-03-05,CHI @ PHX,PHX,CHI,Devin Booker,expected,PRA,32.8,30.5,35.0,high_confidence,47
2026-03-05,LAL @ DEN,DEN,LAL,Nikola Jokić,expected,PTS,27.33,25.5,29.0,high_confidence,47
2026-03-05,CHI @ PHX,PHX,CHI,Devin Booker,expected,PTS,23.17,21.5,25.0,high_confidence,47
2026-03-05,LAL @ DEN,DEN,LAL,Nikola Jokić,expected,REB,10.74,9.5,12.0,high_confidence,47
2026-03-05,LAL @ DEN,DEN,LAL,Nikola Jokić,expected,AST,9.46,8.0,10.5,high_confidence,47
2026-03-05,CHI @ PHX,PHX,CHI,Devin Booker,expected,AST,5.8,4.5,7.0,high_confidence,47
2026-03-05,CHI @ PHX,PHX,CHI,Devin Booker,expected,REB,3.84,2.5,5.0,high_confidence,47
2026-03-05,LAL @ DEN,DEN,LAL,Nikola Jokić,expected,TO,3.16,2.5,4.0,high_confidence,47
2026-03-05,CHI @ PHX,PHX,CHI,Devin Booker,expected,TO,2.42,1.5,3.0,high_confidence,47
2026-03-05,CHI @ PHX,PHX,CHI,Devin Booker,expected,3PM,1.89,1.0,2.5,high_confidence,47
2026-03-05,LAL @ DEN,DEN,LAL,Nikola Jokić,expected,3PM,1.85,1.0,2.5,high_confidence,47
2026-03-05,LAL @ DEN,DEN,LAL,Nikola Jokić,expected,STL,1.08,0.5,2.0,high_confidence,47
2026-03-05,CHI @ PHX,PHX,CHI,Devin Booker,expected,STL,0.7,,1.5,high_confidence,47
2026-03-05,LAL @ DEN,DEN,LAL,Nikola Jokić,expected,BLK,0.47,,1.0,high_confidence,47
2026-03-05,CHI @ PHX,PHX,CHI,Devin Booker,expected,BLK,0.25,,1.0,high_confidence,47
2026-03-05,SAC @ NOP,NOP,SAC,Zion Williamson,expected,PRA,31.63,29.5,34.0,high_confidence,46
2026-03-05,SAC @ NOP,NOP,SAC,Zion Williamson,expected,PTS,22.24,20.5,24.0,high_confidence,46
2026-03-05,SAC @ NOP,NOP,SAC,Zion Williamson,expected,REB,6.21,5.0,7.5,high_confidence,46
2026-03-05,SAC @ NOP,NOP,SAC,Zion Williamson,expected,AST,3.19,2.0,4.5,high_confidence,46
2026-03-05,SAC @ NOP,NOP,SAC,Zion Williamson,expected,TO,1.97,1.0,2.5,high_confidence,46
2026-03-05,SAC @ NOP,NOP,SAC,Zion Williamson,expected,STL,0.95,,1.5,high_confidence,46
2026-03-05,SAC @ NOP,NOP,SAC,Zion Williamson,expected,BLK,0.6,,1.5,high_confidence,46
2026-03-05,SAC @ NOP,NOP,SAC,Zion Williamson,expected,3PM,0.0,,0.5,high_confidence,46
2026-03-05,DEN @ LAL,LAL,DEN,LeBron James,expected,PRA,34.58,32.5,37.0,high_confidence,45
2026-03-05,DEN @ LAL,LAL,DEN,LeBron James,expected,PTS,21.88,20.0,23.5,high_confidence,45
2026-03-05,PHX @ CHI,CHI,PHX,Tre Jones,expected,PRA,21.87,19.5,24.0,high_confidence,45
2026-03-05,PHX @ CHI,CHI,PHX,Tre Jones,expected,PTS,12.86,11.0,14.5,high_confidence,45
2026-03-05,DEN @ LAL,LAL,DEN,LeBron James,expected,AST,6.88,5.5,8.0,high_confidence,45
2026-03-05,PHX @ CHI,CHI,PHX,Tre Jones,expected,AST,5.81,4.5,7.0,high_confidence,45
2026-03-05,DEN @ LAL,LAL,DEN,LeBron James,expected,REB,5.81,4.5,7.0,high_confidence,45
2026-03-05,PHX @ CHI,CHI,PHX,Tre Jones,expected,REB,3.19,2.0,4.5,high_confidence,45
2026-03-05,DEN @ LAL,LAL,DEN,LeBron James,expected,TO,2.93,2.0,3.5,high_confidence,45
2026-03-05,DEN @ LAL,LAL,DEN,LeBron James,expected,3PM,1.52,1.0,2.5,high_confidence,45
2026-03-05,PHX @ CHI,CHI,PHX,Tre Jones,expected,TO,1.39,0.5,2.0,high_confidence,45
2026-03-05,PHX @ CHI,CHI,PHX,Tre Jones,expected,STL,1.25,0.5,2.0,high_confidence,45
2026-03-05,DEN @ LAL,LAL,DEN,LeBron James,expected,STL,0.93,,1.5,high_confidence,45
2026-03-05,PHX @ CHI,CHI,PHX,Tre Jones,expected,3PM,0.9,,1.5,high_confidence,45
2026-03-05,DEN @ LAL,LAL,DEN,LeBron James,expected,BLK,0.57,,1.5,high_confidence,45
2026-03-05,PHX @ CHI,CHI,PHX,Tre Jones,expected,BLK,0.23,,1.0,high_confidence,45
2026-03-05,SAS @ DET,DET,SAS,Tobias Harris,confirmed,PRA,23.32,21.0,25.5,high_confidence,44
2026-03-05,ORL @ DAL,DAL,ORL,Daniel Gafford,confirmed,PRA,16.99,14.5,19.0,high_confidence,44
2026-03-05,SAS @ DET,DET,SAS,Tobias Harris,confirmed,PTS,15.48,13.5,17.0,high_confidence,44
2026-03-05,ORL @ DAL,DAL,ORL,Daniel Gafford,confirmed,PTS,9.05,7.5,11.0,high_confidence,44
2026-03-05,ORL @ DAL,DAL,ORL,Daniel Gafford,confirmed,REB,6.72,5.5,8.0,high_confidence,44
2026-03-05,SAS @ DET,DET,SAS,Tobias Harris,confirmed,REB,5.45,4.0,6.5,high_confidence,44
2026-03-05,SAS @ DET,DET,SAS,Tobias Harris,confirmed,AST,2.39,1.0,3.5,high_confidence,44
2026-03-05,ORL @ DAL,DAL,ORL,Daniel Gafford,confirmed,BLK,1.41,0.5,2.0,high_confidence,44
2026-03-05,SAS @ DET,DET,SAS,Tobias Harris,confirmed,3PM,1.41,0.5,2.0,high_confidence,44
2026-03-05,ORL @ DAL,DAL,ORL,Daniel Gafford,confirmed,TO,1.32,0.5,2.0,high_confidence,44
2026-03-05,ORL @ DAL,DAL,ORL,Daniel Gafford,confirmed,AST,1.21,,2.5,high_confidence,44
2026-03-05,SAS @ DET,DET,SAS,Tobias Harris,confirmed,TO,1.13,0.5,2.0,high_confidence,44
2026-03-05,SAS @ DET,DET,SAS,Tobias Harris,confirmed,STL,0.83,,1.5,high_confidence,44
2026-03-05,ORL @ DAL,DAL,ORL,Daniel Gafford,confirmed,STL,0.75,,1.5,high_confidence,44
2026-03-05,SAS @ DET,DET,SAS,Tobias Harris,confirmed,BLK,0.25,,1.0,high_confidence,44
2026-03-05,ORL @ DAL,DAL,ORL,Daniel Gafford,confirmed,3PM,0.0,,0.5,high_confidence,44
2026-03-05,ORL @ DAL,DAL,ORL,P.J. Washington,confirmed,PRA,24.04,22.0,26.5,high_confidence,43
2026-03-05,ORL @ DAL,DAL,ORL,Khris Middleton,confirmed,PRA,19.28,17.0,21.5,high_confidence,43
2026-03-05,ORL @ DAL,DAL,ORL,P.J. Washington,confirmed,PTS,14.71,13.0,16.5,high_confidence,43
2026-03-05,ORL @ DAL,DAL,ORL,Khris Middleton,confirmed,PTS,11.83,10.0,13.5,high_confidence,43
2026-03-05,ORL @ DAL,DAL,ORL,P.J. Washington,confirmed,REB,7.05,6.0,8.5,high_confidence,43
2026-03-05,ORL @ DAL,DAL,ORL,Khris Middleton,confirmed,REB,4.44,3.0,5.5,high_confidence,43
2026-03-05,ORL @ DAL,DAL,ORL,Khris Middleton,confirmed,AST,3.02,2.0,4.5,high_confidence,43
2026-03-05,ORL @ DAL,DAL,ORL,P.J. Washington,confirmed,AST,2.29,1.0,3.5,high_confidence,43
2026-03-05,ORL @ DAL,DAL,ORL,P.J. Washington,confirmed,TO,1.89,1.0,2.5,high_confidence,43
2026-03-05,ORL @ DAL,DAL,ORL,Khris Middleton,confirmed,TO,1.84,1.0,2.5,high_confidence,43
2026-03-05,ORL @ DAL,DAL,ORL,P.J. Washington,confirmed,BLK,1.17,0.5,2.0,high_confidence,43
2026-03-05,ORL @ DAL,DAL,ORL,P.J. Washington,confirmed,3PM,1.16,0.5,2.0,high_confidence,43
2026-03-05,ORL @ DAL,DAL,ORL,P.J. Washington,confirmed,STL,0.99,,1.5,high_confidence,43
2026-03-05,ORL @ DAL,DAL,ORL,Khris Middleton,confirmed,3PM,0.84,,1.5,high_confidence,43
2026-03-05,ORL @ DAL,DAL,ORL,Khris Middleton,confirmed,STL,0.82,,1.5,high_confidence,43
2026-03-05,ORL @ DAL,DAL,ORL,Khris Middleton,confirmed,BLK,0.18,,1.0,high_confidence,43
2026-03-05,UTA @ WAS,WAS,UTA,Bilal Coulibaly,confirmed,PRA,23.06,21.0,25.5,high_confidence,41
2026-03-05,UTA @ WAS,WAS,UTA,Bilal Coulibaly,confirmed,PTS,15.71,14.0,17.5,high_confidence,41
2026-03-05,UTA @ WAS,WAS,UTA,Bilal Coulibaly,confirmed,REB,4.68,3.5,6.0,high_confidence,41
2026-03-05,UTA @ WAS,WAS,UTA,Bilal Coulibaly,confirmed,AST,2.67,1.5,4.0,high_confidence,41
2026-03-05,UTA @ WAS,WAS,UTA,Bilal Coulibaly,confirmed,TO,1.52,1.0,2.5,high_confidence,41
2026-03-05,UTA @ WAS,WAS,UTA,Bilal Coulibaly,confirmed,STL,1.37,0.5,2.0,high_confidence,41
2026-03-05,UTA @ WAS,WAS,UTA,Bilal Coulibaly,confirmed,3PM,1.22,0.5,2.0,high_confidence,41
2026-03-05,UTA @ WAS,WAS,UTA,Bilal Coulibaly,confirmed,BLK,0.86,,1.5,high_confidence,41
2026-03-05,SAC @ NOP,NOP,SAC,Herbert Jones,expected,PRA,16.9,14.5,19.0,high_confidence,40
2026-03-05,WAS @ UTA,UTA,WAS,John Konchar,confirmed,PRA,9.32,7.0,11.5,high_confidence,40
2026-03-05,SAC @ NOP,NOP,SAC,Herbert Jones,expected,PTS,9.05,7.5,11.0,high_confidence,40
2026-03-05,SAC @ NOP,NOP,SAC,Herbert Jones,expected,AST,4.12,3.0,5.5,high_confidence,40
2026-03-05,WAS @ UTA,UTA,WAS,John Konchar,confirmed,PTS,3.88,2.0,5.5,high_confidence,40
2026-03-05,WAS @ UTA,UTA,WAS,John Konchar,confirmed,REB,3.84,2.5,5.0,high_confidence,40
2026-03-05,SAC @ NOP,NOP,SAC,Herbert Jones,expected,REB,3.73,2.5,5.0,high_confidence,40
2026-03-05,WAS @ UTA,UTA,WAS,John Konchar,confirmed,AST,1.6,0.5,3.0,high_confidence,40
2026-03-05,WAS @ UTA,UTA,WAS,John Konchar,confirmed,STL,1.45,0.5,2.0,high_confidence,40
2026-03-05,SAC @ NOP,NOP,SAC,Herbert Jones,expected,STL,1.44,0.5,2.0,high_confidence,40
2026-03-05,SAC @ NOP,NOP,SAC,Herbert Jones,expected,TO,1.42,0.5,2.0,high_confidence,40
2026-03-05,SAC @ NOP,NOP,SAC,Herbert Jones,expected,3PM,1.32,0.5,2.0,high_confidence,40
2026-03-05,WAS @ UTA,UTA,WAS,John Konchar,confirmed,BLK,0.66,,1.5,high_confidence,40
2026-03-05,WAS @ UTA,UTA,WAS,John Konchar,confirmed,TO,0.57,,1.5,high_confidence,40
2026-03-05,SAC @ NOP,NOP,SAC,Herbert Jones,expected,BLK,0.5,,1.0,high_confidence,40
2026-03-05,WAS @ UTA,UTA,WAS,John Konchar,confirmed,3PM,0.45,,1.0,high_confidence,40
2026-03-05,MIA @ BKN,BKN,MIA,Nolan Traore,confirmed,PRA,19.75,17.5,22.0,high_confidence,39
2026-03-05,HOU @ GSW,GSW,HOU,Al Horford,confirmed,PRA,16.59,14.5,19.0,high_confidence,39
2026-03-05,LAL @ DEN,DEN,LAL,Julian Strawther,expected,PRA,13.19,11.0,15.5,high_confidence,39
2026-03-05,MIA @ BKN,BKN,MIA,Nolan Traore,confirmed,PTS,12.86,11.0,14.5,high_confidence,39
2026-03-05,LAL @ DEN,DEN,LAL,Julian Strawther,expected,PTS,8.81,7.0,10.5,high_confidence,39
2026-03-05,HOU @ GSW,GSW,HOU,Al Horford,confirmed,PTS,8.21,6.5,10.0,high_confidence,39
2026-03-05,HOU @ GSW,GSW,HOU,Al Horford,confirmed,REB,5.55,4.5,7.0,high_confidence,39
2026-03-05,MIA @ BKN,BKN,MIA,Nolan Traore,confirmed,AST,4.52,3.5,6.0,high_confidence,39
2026-03-05,LAL @ DEN,DEN,LAL,Julian Strawther,expected,REB,2.84,1.5,4.0,high_confidence,39
2026-03-05,HOU @ GSW,GSW,HOU,Al Horford,confirmed,AST,2.83,1.5,4.0,high_confidence,39
2026-03-05,MIA @ BKN,BKN,MIA,Nolan Traore,confirmed,TO,2.71,2.0,3.5,high_confidence,39
2026-03-05,MIA @ BKN,BKN,MIA,Nolan Traore,confirmed,REB,2.38,1.0,3.5,high_confidence,39
2026-03-05,HOU @ GSW,GSW,HOU,Al Horford,confirmed,3PM,1.79,1.0,2.5,high_confidence,39
2026-03-05,LAL @ DEN,DEN,LAL,Julian Strawther,expected,AST,1.55,0.5,3.0,high_confidence,39
2026-03-05,LAL @ DEN,DEN,LAL,Julian Strawther,expected,3PM,1.46,0.5,2.0,high_confidence,39
2026-03-05,MIA @ BKN,BKN,MIA,Nolan Traore,confirmed,3PM,1.3,0.5,2.0,high_confidence,39
2026-03-05,HOU @ GSW,GSW,HOU,Al Horford,confirmed,BLK,1.18,0.5,2.0,high_confidence,39
2026-03-05,LAL @ DEN,DEN,LAL,Julian Strawther,expected,TO,1.16,0.5,2.0,high_confidence,39
2026-03-05,HOU @ GSW,GSW,HOU,Al Horford,confirmed,TO,1.05,0.5,2.0,high_confidence,39
2026-03-05,MIA @ BKN,BKN,MIA,Nolan Traore,confirmed,STL,0.74,,1.5,high_confidence,39
2026-03-05,HOU @ GSW,GSW,HOU,Al Horford,confirmed,STL,0.73,,1.5,high_confidence,39
2026-03-05,LAL @ DEN,DEN,LAL,Julian Strawther,expected,STL,0.69,,1.5,high_confidence,39
2026-03-05,MIA @ BKN,BKN,MIA,Nolan Traore,confirmed,BLK,0.27,,1.0,high_confidence,39
2026-03-05,LAL @ DEN,DEN,LAL,Julian Strawther,expected,BLK,0.14,,1.0,high_confidence,39
2026-03-05,GSW @ HOU,HOU,GSW,Tari Eason,confirmed,PRA,20.53,18.5,23.0,high_confidence,38
2026-03-05,GSW @ HOU,HOU,GSW,Tari Eason,confirmed,PTS,12.5,11.0,14.5,high_confidence,38
2026-03-05,GSW @ HOU,HOU,GSW,Tari Eason,confirmed,REB,6.46,5.0,7.5,high_confidence,38
2026-03-05,GSW @ HOU,HOU,GSW,Tari Eason,confirmed,3PM,1.96,1.0,2.5,high_confidence,38
2026-03-05,GSW @ HOU,HOU,GSW,Tari Eason,confirmed,TO,1.95,1.0,2.5,high_confidence,38
2026-03-05,GSW @ HOU,HOU,GSW,Tari Eason,confirmed,AST,1.57,0.5,3.0,high_confidence,38
2026-03-05,GSW @ HOU,HOU,GSW,Tari Eason,confirmed,STL,1.24,0.5,2.0,high_confidence,38
2026-03-05,GSW @ HOU,HOU,GSW,Tari Eason,confirmed,BLK,0.56,,1.5,high_confidence,38
2026-03-05,MIN @ TOR,TOR,MIN,RJ Barrett,confirmed,PRA,27.95,25.5,30.0,high_confidence,37
2026-03-05,DAL @ ORL,ORL,DAL,Jalen Suggs,confirmed,PRA,23.88,21.5,26.0,high_confidence,37
2026-03-05,MIN @ TOR,TOR,MIN,RJ Barrett,confirmed,PTS,18.78,17.0,20.5,high_confidence,37
2026-03-05,LAL @ DEN,DEN,LAL,Cameron Johnson,expected,PRA,17.52,15.5,20.0,high_confidence,37
2026-03-05,DAL @ ORL,ORL,DAL,Jalen Suggs,confirmed,PTS,13.78,12.0,15.5,high_confidence,37
2026-03-05,LAL @ DEN,DEN,LAL,Cameron Johnson,expected,PTS,11.61,10.0,13.5,high_confidence,37
2026-03-05,MIN @ TOR,TOR,MIN,RJ Barrett,confirmed,REB,5.46,4.0,6.5,high_confidence,37
2026-03-05,DAL @ ORL,ORL,DAL,Jalen Suggs,confirmed,AST,5.15,4.0,6.5,high_confidence,37
2026-03-05,DAL @ ORL,ORL,DAL,Jalen Suggs,confirmed,REB,4.95,3.5,6.0,high_confidence,37
2026-03-05,MIN @ TOR,TOR,MIN,RJ Barrett,confirmed,AST,3.71,2.5,5.0,high_confidence,37
2026-03-05,LAL @ DEN,DEN,LAL,Cameron Johnson,expected,REB,3.66,2.5,5.0,high_confidence,37
2026-03-05,LAL @ DEN,DEN,LAL,Cameron Johnson,expected,AST,2.25,1.0,3.5,high_confidence,37
2026-03-05,DAL @ ORL,ORL,DAL,Jalen Suggs,confirmed,TO,2.16,1.5,3.0,high_confidence,37
2026-03-05,DAL @ ORL,ORL,DAL,Jalen Suggs,confirmed,STL,2.12,1.5,3.0,high_confidence,37
2026-03-05,DAL @ ORL,ORL,DAL,Jalen Suggs,confirmed,3PM,2.02,1.5,3.0,high_confidence,37
2026-03-05,MIN @ TOR,TOR,MIN,RJ Barrett,confirmed,TO,1.73,1.0,2.5,high_confidence,37
2026-03-05,MIN @ TOR,TOR,MIN,RJ Barrett,confirmed,3PM,1.67,1.0,2.5,high_confidence,37
2026-03-05,LAL @ DEN,DEN,LAL,Cameron Johnson,expected,3PM,1.66,1.0,2.5,high_confidence,37
2026-03-05,LAL @ DEN,DEN,LAL,Cameron Johnson,expected,TO,0.95,,1.5,high_confidence,37
2026-03-05,MIN @ TOR,TOR,MIN,RJ Barrett,confirmed,STL,0.86,,1.5,high_confidence,37
2026-03-05,LAL @ DEN,DEN,LAL,Cameron Johnson,expected,STL,0.75,,1.5,high_confidence,37
2026-03-05,MIN @ TOR,TOR,MIN,RJ Barrett,confirmed,BLK,0.71,,1.5,high_confidence,37
2026-03-05,DAL @ ORL,ORL,DAL,Jalen Suggs,confirmed,BLK,0.65,,1.5,high_confidence,37
2026-03-05,LAL @ DEN,DEN,LAL,Cameron Johnson,expected,BLK,0.38,,1.0,high_confidence,37
2026-03-05,DEN @ LAL,LAL,DEN,Austin Reaves,expected,PRA,31.35,29.0,33.5,high_confidence,35
2026-03-05,DEN @ LAL,LAL,DEN,Austin Reaves,expected,PTS,20.21,18.5,22.0,high_confidence,35
2026-03-05,DEN @ LAL,LAL,DEN,Austin Reaves,expected,AST,5.82,4.5,7.0,high_confidence,35
2026-03-05,DEN @ LAL,LAL,DEN,Austin Reaves,expected,REB,5.33,4.0,6.5,high_confidence,35
2026-03-05,DEN @ LAL,LAL,DEN,Austin Reaves,expected,TO,2.93,2.0,3.5,high_confidence,35
2026-03-05,DEN @ LAL,LAL,DEN,Austin Reaves,expected,3PM,2.47,1.5,3.0,high_confidence,35
2026-03-05,DEN @ LAL,LAL,DEN,Austin Reaves,expected,STL,1.03,0.5,2.0,high_confidence,35
2026-03-05,DEN @ LAL,LAL,DEN,Austin Reaves,expected,BLK,0.31,,1.0,high_confidence,35
2026-03-05,HOU @ GSW,GSW,HOU,De'Anthony Melton,confirmed,PRA,18.38,16.0,20.5,high_confidence,33
2026-03-05,HOU @ GSW,GSW,HOU,De'Anthony Melton,confirmed,PTS,13.13,11.5,15.0,high_confidence,33
2026-03-05,HOU @ GSW,GSW,HOU,De'Anthony Melton,confirmed,REB,2.93,1.5,4.0,high_confidence,33
2026-03-05,HOU @ GSW,GSW,HOU,De'Anthony Melton,confirmed,AST,2.32,1.0,3.5,high_confidence,33
2026-03-05,HOU @ GSW,GSW,HOU,De'Anthony Melton,confirmed,TO,1.75,1.0,2.5,high_confidence,33
2026-03-05,HOU @ GSW,GSW,HOU,De'Anthony Melton,confirmed,STL,1.74,1.0,2.5,high_confidence,33
2026-03-05,HOU @ GSW,GSW,HOU,De'Anthony Melton,confirmed,3PM,1.69,1.0,2.5,high_confidence,33
2026-03-05,HOU @ GSW,GSW,HOU,De'Anthony Melton,confirmed,BLK,0.38,,1.0,high_confidence,33
2026-03-05,MIN @ TOR,TOR,MIN,Jakob Poeltl,confirmed,PRA,19.94,17.5,22.0,high_confidence,27
2026-03-05,MIN @ TOR,TOR,MIN,Jakob Poeltl,confirmed,PTS,10.11,8.5,12.0,high_confidence,27
2026-03-05,MIN @ TOR,TOR,MIN,Jakob Poeltl,confirmed,REB,7.71,6.5,9.0,high_confidence,27
2026-03-05,MIN @ TOR,TOR,MIN,Jakob Poeltl,confirmed,AST,2.11,1.0,3.5,high_confidence,27
2026-03-05,MIN @ TOR,TOR,MIN,Jakob Poeltl,confirmed,TO,1.25,0.5,2.0,high_confidence,27
2026-03-05,MIN @ TOR,TOR,MIN,Jakob Poeltl,confirmed,STL,0.85,,1.5,high_confidence,27
2026-03-05,MIN @ TOR,TOR,MIN,Jakob Poeltl,confirmed,BLK,0.6,,1.5,high_confidence,27
2026-03-05,MIN @ TOR,TOR,MIN,Jakob Poeltl,confirmed,3PM,0.04,,1.0,high_confidence,27
2026-03-05,LAL @ DEN,DEN,LAL,Christian Braun,expected,PRA,19.11,17.0,21.5,high_confidence,26
2026-03-05,LAL @ DEN,DEN,LAL,Christian Braun,expected,PTS,11.18,9.5,13.0,high_confidence,26
2026-03-05,PHX @ CHI,CHI,PHX,Leonard Miller,expected,PRA,9.59,7.5,12.0,high_confidence,26
2026-03-05,PHX @ CHI,CHI,PHX,Leonard Miller,expected,PTS,5.67,4.0,7.5,high_confidence,26
2026-03-05,LAL @ DEN,DEN,LAL,Christian Braun,expected,REB,5.06,4.0,6.5,high_confidence,26
2026-03-05,PHX @ CHI,CHI,PHX,Leonard Miller,expected,REB,3.0,2.0,4.5,high_confidence,26
2026-03-05,LAL @ DEN,DEN,LAL,Christian Braun,expected,AST,2.86,1.5,4.0,high_confidence,26
2026-03-05,LAL @ DEN,DEN,LAL,Christian Braun,expected,TO,1.46,0.5,2.0,high_confidence,26
2026-03-05,PHX @ CHI,CHI,PHX,Leonard Miller,expected,AST,0.92,,2.0,high_confidence,26
2026-03-05,PHX @ CHI,CHI,PHX,Leonard Miller,expected,TO,0.9,,1.5,high_confidence,26
2026-03-05,LAL @ DEN,DEN,LAL,Christian Braun,expected,3PM,0.84,,1.5,high_confidence,26
2026-03-05,LAL @ DEN,DEN,LAL,Christian Braun,expected,STL,0.59,,1.5,high_confidence,26
2026-03-05,PHX @ CHI,CHI,PHX,Leonard Miller,expected,3PM,0.56,,1.5,high_confidence,26
2026-03-05,PHX @ CHI,CHI,PHX,Leonard Miller,expected,STL,0.4,,1.0,high_confidence,26
2026-03-05,PHX @ CHI,CHI,PHX,Leonard Miller,expected,BLK,0.3,,1.0,high_confidence,26
2026-03-05,LAL @ DEN,DEN,LAL,Christian Braun,expected,BLK,0.28,,1.0,high_confidence,26
2026-03-05,BKN @ MIA,MIA,BKN,Tyler Herro,confirmed,PRA,28.44,26.0,30.5,high_confidence,17
2026-03-05,BKN @ MIA,MIA,BKN,Tyler Herro,confirmed,PTS,21.08,19.5,23.0,high_confidence,17
2026-03-05,BKN @ MIA,MIA,BKN,Tyler Herro,confirmed,REB,4.19,3.0,5.5,high_confidence,17
2026-03-05,BKN @ MIA,MIA,BKN,Tyler Herro,confirmed,AST,3.18,2.0,4.5,high_confidence,17
2026-03-05,BKN @ MIA,MIA,BKN,Tyler Herro,confirmed,TO,2.19,1.5,3.0,high_confidence,17
2026-03-05,BKN @ MIA,MIA,BKN,Tyler Herro,confirmed,3PM,2.13,1.5,3.0,high_confidence,17
2026-03-05,BKN @ MIA,MIA,BKN,Tyler Herro,confirmed,STL,0.8,,1.5,high_confidence,17
2026-03-05,BKN @ MIA,MIA,BKN,Tyler Herro,confirmed,BLK,0.43,,1.0,high_confidence,17
2026-03-05,CHI @ PHX,PHX,CHI,Jalen Green,expected,PRA,20.68,18.5,23.0,high_confidence,13
2026-03-05,CHI @ PHX,PHX,CHI,Jalen Green,expected,PTS,14.89,13.0,16.5,high_confidence,13
2026-03-05,CHI @ PHX,PHX,CHI,Jalen Green,expected,REB,3.48,2.0,4.5,high_confidence,13
2026-03-05,CHI @ PHX,PHX,CHI,Jalen Green,expected,TO,2.86,2.0,3.5,high_confidence,13
2026-03-05,CHI @ PHX,PHX,CHI,Jalen Green,expected,3PM,2.68,2.0,3.5,high_confidence,13
2026-03-05,CHI @ PHX,PHX,CHI,Jalen Green,expected,AST,2.31,1.0,3.5,high_confidence,13
2026-03-05,CHI @ PHX,PHX,CHI,Jalen Green,expected,STL,1.81,1.0,2.5,high_confidence,13
2026-03-05,CHI @ PHX,PHX,CHI,Jalen Green,expected,BLK,0.2,,1.0,high_confidence,13
2026-03-05,SAC @ NOP,NOP,SAC,DeAndre Jordan,expected,PRA,16.04,14.0,18.5,high_confidence,8
2026-03-05,SAC @ NOP,NOP,SAC,DeAndre Jordan,expected,REB,8.11,7.0,9.5,high_confidence,8
2026-03-05,SAC @ NOP,NOP,SAC,DeAndre Jordan,expected,PTS,6.89,5.0,8.5,high_confidence,8
2026-03-05,SAC @ NOP,NOP,SAC,DeAndre Jordan,expected,TO,1.26,0.5,2.0,high_confidence,8
2026-03-05,SAC @ NOP,NOP,SAC,DeAndre Jordan,expected,AST,1.04,,2.5,high_confidence,8
2026-03-05,SAC @ NOP,NOP,SAC,DeAndre Jordan,expected,BLK,1.04,0.5,2.0,high_confidence,8
2026-03-05,SAC @ NOP,NOP,SAC,DeAndre Jordan,expected,STL,0.56,,1.5,high_confidence,8
2026-03-05,SAC @ NOP,NOP,SAC,DeAndre Jordan,expected,3PM,0.05,,1.0,high_confidence,8
2026-03-05,UTA @ WAS,WAS,UTA,Leaky Black,confirmed,PRA,14.68,12.5,17.0,medium_confidence,2
